Pseudotime,Feature1,Feature2,Feature3
0.125,-0.49490755796432495,0.6533688306808472,0.29777076840400696
0.125,-0.8898493051528931,1.0344693660736084,0.8876081705093384
0.125,-0.144170343875885,-0.14971715211868286,0.39400714635849
0.125,0.1159454882144928,1.0764966011047363,-0.32149940729141235
0.125,-0.243024542927742,-0.0031549930572509766,0.3672628700733185
0.125,-0.818388044834137,0.819019079208374,0.48837605118751526
0.125,-0.3830999732017517,1.2404417991638184,0.2550031840801239
0.125,-0.34096530079841614,1.121959924697876,0.7747846841812134
0.125,0.2901197671890259,1.6057984828948975,0.46942418813705444
0.125,-0.6872804760932922,1.5060477256774902,-0.07450684905052185
0.125,-0.5398879051208496,1.1513481140136719,0.25398069620132446
0.125,-0.5881625413894653,1.2387399673461914,0.2005656361579895
0.125,-0.5257551074028015,1.0472440719604492,-0.06495264172554016
0.125,-0.37353086471557617,1.299201250076294,0.23408272862434387
0.125,-0.6287792921066284,0.9968873858451843,0.4811607897281647
0.125,-0.5999943017959595,1.031980276107788,0.052442386746406555
0.125,-0.28062713146209717,0.7049523591995239,0.04847733676433563
0.125,-0.3164837956428528,1.2440853118896484,0.322176069021225
0.125,-0.3249082565307617,1.171532392501831,0.3227395713329315
0.125,-0.2920268774032593,1.45931875705719,0.7471492290496826
0.125,-0.40522485971450806,1.159397840499878,-0.03781503438949585
0.125,-0.7901907563209534,1.472685694694519,0.7408454418182373
0.125,-0.7372186183929443,1.161868929862976,1.0573816299438477
0.125,-0.8777986168861389,1.3080737590789795,0.662969172000885
0.125,-1.2339091300964355,0.9224311709403992,0.962432861328125
0.125,-1.1766880750656128,0.7853392362594604,1.8066827058792114
0.125,-1.3941929340362549,0.7474268674850464,1.363870620727539
0.125,-1.7186015844345093,0.5010334253311157,1.1280534267425537
0.125,-1.4257160425186157,0.4672089219093323,1.2648777961730957
0.125,-0.6053106188774109,0.7532311677932739,0.9057657718658447
0.125,-1.229451298713684,1.0661025047302246,1.712253451347351
0.125,0.25542837381362915,-0.08779466152191162,0.14295852184295654
0.125,-1.5961658954620361,0.8908222913742065,1.1979174613952637
0.125,-1.3506146669387817,1.3590937852859497,1.9313974380493164
0.125,-1.5404068231582642,0.4190831482410431,0.9621846079826355
0.125,-1.1304905414581299,0.6792805790901184,1.65487539768219
0.125,-1.1753265857696533,0.5062720775604248,1.3928883075714111
0.125,-0.7466956377029419,0.8862357139587402,0.4838670790195465
0.125,-1.2063777446746826,0.6180788278579712,1.3426815271377563
0.125,-1.7290924787521362,0.8811202049255371,1.1911141872406006
0.125,-1.0510811805725098,0.8228057622909546,0.5969189405441284
0.125,-1.235730528831482,0.5780771374702454,0.5300464034080505
0.125,-0.636484682559967,0.6741912364959717,0.7605177164077759
0.125,-0.9496766328811646,0.784650444984436,1.4459894895553589
0.125,-0.5010541081428528,0.460409015417099,0.5639055371284485
0.125,-0.9442688822746277,0.8157348036766052,1.282505750656128
0.125,-0.4253722131252289,0.6720278859138489,0.6763277053833008
0.125,-1.1536279916763306,1.222503900527954,1.0801504850387573
0.125,-1.5069549083709717,1.0743497610092163,1.798519492149353
0.125,-1.5320161581039429,0.6999291181564331,1.7076107263565063
0.125,-0.2832733392715454,-0.06353902816772461,0.22943450510501862
0.125,-0.6182126998901367,-0.06576386094093323,1.0419056415557861
0.125,-1.2787984609603882,0.6148514747619629,0.26302146911621094
0.125,-0.6102755069732666,0.9320237040519714,1.0998023748397827
0.125,-0.7334976196289062,0.8546770215034485,-0.24260705709457397
0.125,0.045949265360832214,-0.31222307682037354,0.4447675943374634
0.125,-0.8661530017852783,0.8554792404174805,0.7998092770576477
0.125,-0.6606017351150513,0.5986316204071045,1.1134648323059082
0.125,-0.6605914831161499,0.5578562021255493,0.3276771903038025
0.125,-0.8231719732284546,0.796140193939209,1.219648838043213
0.125,-1.0191066265106201,0.7398263812065125,1.2215509414672852
0.125,-0.6797577738761902,0.6806159019470215,0.4190211892127991
0.125,0.43766719102859497,0.5290565490722656,-0.25562942028045654
0.125,-0.4090624749660492,0.6664441823959351,0.364950954914093
0.125,-0.6884024739265442,1.105466604232788,1.290464997291565
0.125,0.6818910837173462,0.3773059546947479,0.1309327781200409
0.125,0.5901614427566528,0.1676572859287262,0.24065059423446655
0.125,0.6049365997314453,-0.11611238121986389,0.05157992243766785
0.125,0.4287185072898865,0.667868971824646,0.29939550161361694
0.125,-0.16764390468597412,0.9249740242958069,0.8454720377922058
0.125,-0.6833426356315613,0.7739087343215942,0.8466431498527527
0.125,0.06986311078071594,1.3802361488342285,0.584368884563446
0.125,-0.6744733452796936,0.7180905342102051,0.8151895999908447
0.125,-0.48932233452796936,1.2046781778335571,0.34934505820274353
0.125,-0.6138817667961121,0.8128554821014404,0.604408323764801
0.125,-0.5957111120223999,0.6126036047935486,0.9668045043945312
0.125,-0.891196608543396,0.5681869387626648,0.43224436044692993
0.125,-0.6116964817047119,1.4079827070236206,1.3082091808319092
0.125,-0.553475022315979,0.45330220460891724,0.9449269771575928
0.125,-0.36853134632110596,1.2227498292922974,0.40176767110824585
0.125,-0.7722917795181274,0.5091753005981445,0.300452321767807
0.125,-0.6031215190887451,0.7359158396720886,0.12305773794651031
0.125,-0.6156351566314697,1.2944164276123047,0.9789822697639465
0.125,-0.566771388053894,0.6593568325042725,1.0100090503692627
0.125,-0.8617358803749084,1.3578296899795532,1.0403308868408203
