0,1,2,3,4,5,time,classifier,pseudotime_index,pseudotime
0.29245028,0.123321675,0.030786721,0.11168391,0.40695757,0.03479993,73,c1,73,0.66010594
0.29219615,0.14004499,0.034767784,0.13383843,0.3552898,0.043862812,75,c1,75,0.6610741
0.29727626,0.1118063,0.030110544,0.10040421,0.4269146,0.0334881,77,c1,77,0.66455066
0.28891087,0.077736236,0.023175417,0.06182842,0.5270392,0.021309908,79,c1,79,0.6687522
0.29405755,0.096878774,0.028199328,0.084359385,0.46611124,0.030393777,81,c1,81,0.6723641
0.304718,0.10595375,0.029775472,0.089897245,0.43668288,0.03297264,83,c1,83,0.6725976
0.2831332,0.14391887,0.036835548,0.15432358,0.32398844,0.057800375,85,c1,85,0.6739024
0.28407285,0.1539834,0.039482307,0.16595648,0.29249862,0.064006336,87,c1,87,0.67498314
0.28216383,0.15340404,0.042598274,0.168733,0.28268647,0.07041441,89,c1,89,0.67604
0.30824685,0.1243161,0.04104709,0.11877834,0.35428742,0.05332412,91,c1,91,0.67798924
0.31243637,0.072865695,0.029393043,0.061498698,0.49530005,0.028506177,93,c1,93,0.6786741
0.30040422,0.052991796,0.022731565,0.041509077,0.5626551,0.019708285,95,c1,95,0.6795744
0.32522073,0.10189105,0.038566202,0.09332391,0.39573213,0.04526593,97,c1,97,0.6799602
0.3283343,0.118796825,0.04181062,0.10843374,0.35015193,0.0524726,99,c1,99,0.68174076
0.3374042,0.14190364,0.050296284,0.12809929,0.28121647,0.06108014,101,c1,101,0.6828178
0.36246443,0.12337686,0.049903404,0.101343356,0.31197584,0.05093611,103,c1,103,0.6845103
0.37493083,0.104538396,0.050793525,0.08241825,0.3406502,0.04666877,105,c1,105,0.68602294
0.36620274,0.11295164,0.051490344,0.09701138,0.31973273,0.052611157,107,c1,107,0.6886268
0.2535334,0.2628621,0.07306366,0.28209203,0.057018474,0.071430355,109,c1,109,0.6982267
0.23791438,0.2784471,0.07050639,0.30987483,0.039158028,0.06409929,111,c1,111,0.69959027
0.22075573,0.28430983,0.08737176,0.32269302,0.025404919,0.05946483,113,c1,113,0.70303184
0.9956474,0.0034116614,7.0720846e-05,0.00043111056,3.1431284e-06,0.00043599313,1,c2,1,0.33379212
0.9998386,8.507997e-05,3.0796368e-06,6.237514e-05,2.561077e-07,1.0591589e-05,3,c2,3,0.36385068
0.9989563,0.0003590845,2.1489855e-05,0.0005757404,4.317606e-07,8.692675e-05,5,c2,5,0.38257623
0.9974256,0.0017533266,1.1772977e-05,0.00072697975,3.8741805e-07,8.19498e-05,7,c2,7,0.39932215
0.9958299,0.0021705346,7.6473077e-07,0.0011938378,8.568104e-08,0.00080492813,9,c2,9,0.40907484
0.9774489,0.018984143,1.169346e-05,0.0033908833,4.822225e-07,0.00016392306,11,c2,11,0.4179559
0.99835724,0.00031851296,7.3179804e-06,0.0009182127,1.7530344e-07,0.0003985169,13,c2,13,0.42743686
0.9883951,0.0052920515,2.1518376e-06,0.0057575377,1.3982484e-06,0.00055177265,15,c2,15,0.43130544
0.36308336,0.13872461,5.9785093e-06,0.4951826,6.1884356e-07,0.0030029085,17,c2,17,0.44602007
0.052678373,0.60790825,1.3335714e-06,0.33916804,8.696844e-07,0.00024312327,19,c2,19,0.45465595
0.014668413,0.021497846,3.2137876e-07,0.9638161,1.7867491e-07,1.7182409e-05,21,c2,21,0.47799823
0.246721,0.024971815,1.1164452e-06,0.72828424,1.6361893e-06,2.0165058e-05,23,c2,23,0.49376398
0.9309894,0.0053107925,9.110643e-07,0.06368575,5.1934626e-06,7.998286e-06,25,c2,25,0.50393045
0.99422765,0.00073239836,5.0143734e-07,0.0050318833,5.8674e-06,1.6631118e-06,27,c2,27,0.5226173
0.99832255,0.00019264173,4.5275686e-07,0.0014759682,7.3061087e-06,1.0143029e-06,29,c2,29,0.5275566
0.008049901,0.112459406,2.9527337e-07,0.8794881,4.3913064e-07,1.7332264e-06,31,c2,31,0.5362405
0.011328577,0.016045313,4.2762304e-07,0.9726194,3.4351825e-07,5.933966e-06,33,c2,33,0.54746187
0.0016428062,0.022035746,7.361535e-08,0.9763204,5.01947e-08,9.204477e-07,35,c2,35,0.56884885
0.19660479,0.009271175,1.8209475e-06,0.7941056,1.1410858e-06,1.5566575e-05,37,c2,37,0.5749665
0.7759178,0.0008789017,4.3590126e-07,0.22320013,1.4416626e-06,1.2031122e-06,39,c2,39,0.58516747
0.9570703,0.00010837198,2.5373063e-07,0.04281766,3.0930833e-06,3.7085348e-07,41,c2,41,0.5957076
0.62091684,0.0040446008,7.536437e-07,0.37503546,7.793955e-07,1.5117884e-06,43,c2,43,0.6013746
0.14156944,0.19563589,3.0272936e-06,0.66271585,8.663735e-07,7.49829e-05,45,c2,45,0.6182356
0.096757725,0.03651211,6.8111257e-07,0.86670554,4.1820138e-07,2.3422068e-05,47,c2,47,0.6256511
0.0616938,0.09115768,8.9802296e-07,0.8470901,4.780429e-07,5.71092e-05,49,c2,49,0.62892306
0.90661055,0.00042255633,2.3099423e-07,0.09296533,9.3755153e-07,3.630831e-07,51,c2,51,0.63572353
0.98768777,4.3845514e-05,2.2057529e-07,0.012264771,3.2773805e-06,1.8538341e-07,53,c2,53,0.63723415
0.83633983,0.0013321508,4.1236666e-07,0.1623258,9.664661e-07,8.4122e-07,55,c2,55,0.64094335
0.11467731,0.013921419,6.6358194e-07,0.871385,3.831602e-07,1.5265065e-05,57,c2,57,0.64444077
0.35413906,0.013741544,9.5932e-07,0.63209945,9.1055557e-07,1.8082716e-05,59,c2,59,0.6473318
0.5595213,0.0002062801,1.4730072e-07,0.44027054,8.2349777e-07,8.250873e-07,61,c2,61,0.64887655
0.8785739,8.3493884e-05,1.6127568e-07,0.121339776,2.1246985e-06,5.4945616e-07,63,c2,63,0.650911
0.99759054,1.7337108e-05,1.2345393e-07,0.0023897255,2.1824833e-06,7.924005e-08,65,c2,65,0.6527983
0.99985707,3.243812e-06,6.452598e-08,0.00013790473,1.633532e-06,3.4822435e-08,67,c2,67,0.6544877
0.9792529,2.6476751e-05,9.8801834e-08,0.020717822,2.5276738e-06,1.2293883e-07,69,c2,69,0.6558261
0.16979162,0.007747438,5.055759e-07,0.8224509,2.3861224e-07,9.413679e-06,71,c2,71,0.6581294
0.8700074,0.00048113565,1.9723717e-07,0.12951046,5.218832e-07,2.9367996e-07,73,c2,73,0.66010594
0.997408,1.9447665e-05,4.2527645e-08,0.002571857,5.7349934e-07,2.9823642e-08,75,c2,75,0.6610741
0.99943584,1.42810395e-05,2.916975e-08,0.0005495857,2.387975e-07,1.150668e-08,77,c2,77,0.66455066
0.9999238,1.6421055e-06,6.5478356e-09,7.4203854e-05,1.7344065e-07,6.2732557e-09,79,c2,79,0.6687522
0.9999132,3.6798835e-06,8.949906e-09,8.2946084e-05,7.4674254e-08,6.990057e-09,81,c2,81,0.6723641
0.9999931,1.4597122e-06,3.010988e-09,5.4501647e-06,1.8344405e-08,1.1120965e-09,83,c2,83,0.6725976
0.9860341,0.001105147,1.7223054e-07,0.01286008,2.929078e-07,1.5301914e-07,85,c2,85,0.6739024
0.9956648,0.0002929082,8.12071e-08,0.004042012,1.2720706e-07,6.842212e-08,87,c2,87,0.67498314
0.9937495,0.0002808882,8.328308e-08,0.0059693437,1.7046587e-07,7.198263e-08,89,c2,89,0.67604
0.99903023,6.036008e-05,3.2190147e-08,0.00090929464,8.066142e-08,1.2380357e-08,91,c2,91,0.67798924
0.9987997,1.8926004e-05,2.1466422e-08,0.0011811012,1.8836818e-07,8.450307e-09,93,c2,93,0.6786741
0.99998724,1.4450397e-06,8.374382e-09,1.11795125e-05,1.2053367e-07,2.04593e-09,95,c2,95,0.6795744
0.99952996,0.00013861198,3.217868e-08,0.00033139094,5.749659e-08,4.4145816e-09,97,c2,97,0.6799602
0.9997894,3.7361322e-05,2.3131728e-08,0.00017332136,4.7146624e-08,2.3226194e-09,99,c2,99,0.68174076
0.99825174,0.00075636414,1.0403746e-07,0.0009916925,9.171035e-08,2.4860736e-08,101,c2,101,0.6828178
0.999642,0.00022108505,4.6447447e-08,0.000136911,3.818404e-08,6.9626167e-09,103,c2,103,0.6845103
0.99999774,1.1436133e-06,2.281471e-09,1.0969635e-06,6.738554e-09,2.859787e-10,105,c2,105,0.68602294
0.9999962,2.026954e-06,3.4307592e-09,1.7572735e-06,1.2102814e-08,2.0816339e-10,107,c2,107,0.6886268
0.9954542,0.0040970366,2.2980755e-07,0.0004485013,8.8335476e-08,1.7668475e-08,109,c2,109,0.6982267
0.98081243,0.0062105055,3.0426568e-07,0.012976366,1.5816167e-07,2.0940472e-07,111,c2,111,0.69959027
0.9828621,0.012569594,6.1646745e-07,0.0045673144,6.233265e-08,3.0642812e-07,113,c2,113,0.70303184
