time,0
0,0.5828058549241102
1,0.354042378980167
2,0.5145491729728944
3,0.39694553871755855
4,0.3133825178024972
5,0.20224295487391541
6,0.27631383339051996
7,0.04034512468978216
8,-0.19645651534189473
9,0.005872317237251982
10,0.13187752713002965
11,-0.32923363165918473
12,-0.326322616261878
13,-0.648151513374561
14,-0.7315824613071829
15,-0.5280515839381761
16,-0.5911019876506629
17,-0.7133677766445131
18,-0.8874706649499405
19,-0.9530193542671644
20,-1.0373823510189972
21,-0.9136958072777337
22,-1.1824240814765101
23,-1.2017564892117425
24,-1.4767353338446108
25,-1.6271321058321235
26,-1.4639417466683264
27,-1.7293447644962103
28,-1.8829416634931024
29,-1.5946853
30,-1.555075505229846
31,-1.6355355124559883
32,-1.7304000016087833
33,-2.2757023478088065
34,-2.1298564847473545
35,-2.196822311904789
36,-2.329933696906065
37,-2.6072186866917466
38,-2.4498600748130865
39,-2.5311023364086287
40,-2.5380346598571437
41,-2.742902813351319
42,-2.8904119452939163
43,-2.868735517106931
44,-2.93939953838851
45,-3.032024224706224
46,-3.024705732336679
47,-2.8047028404034395
48,-2.8708334521688132
49,-3.4331696108842347
50,-3.43814317317938
51,-3.2690385732008935
52,-3.4466312652449784
53,-3.200473977622359
54,-3.705112654468012
55,-3.301245022531955
56,-3.7263585278736446
57,-3.793936971227006
58,-3.776863990230509
59,-3.4927534486417398
60,-3.866630763536507
61,-3.9489682903994536
62,-4.216452857211098
63,-4.150016626037784
64,-3.953077304376764
65,-4.346067183285051
66,-4.3262013562779185
67,-3.897903541806141
68,-4.009297917168806
69,-4.418926541658404
70,-4.023092913626054
71,-4.427683230207355
72,-4.160561332996627
73,-4.472188478591977
74,-4.37277926891434
75,-4.461487190715095
76,-4.4429905211939875
77,-4.805193185943458
78,-4.444269173162916
79,-4.764864080631181
80,-4.863194017460385
81,-4.87114506695536
82,-4.525564418085587
83,-4.618950443102233
84,-4.8905586500497105
85,-4.90607929580079
86,-5.039033290678867
87,-4.802426267593303
88,-5.082812066270526
89,-5.224122750898051
90,-4.982848623640596
91,-5.076932865426686
92,-5.216056441622725
93,-5.106661610653239
94,-5.123348186691347
95,-4.890609113964405
96,-5.377821931108069
97,-5.45897226631492
98,-5.284401109540152
99,-5.470027775756458
100,-5.204449229542178
101,-5.472567665966287
102,-5.50154347835531
103,-5.5183344375305055
104,-5.5743301964675975
105,-5.245165641667613
106,-5.497125765715954
107,-5.593632536708885
108,-5.7307519191770115
109,-5.746855391017059
110,-5.799840069418373
111,-5.741302380353918
112,-5.887684534798277
113,-5.949542918602481
114,-5.871351284687622
115,-6.053854531308366
116,-6.14939874393963
117,-5.787967971286987
118,-5.924653720607655
119,-6.156661329119636
120,-6.177081607212928
121,-5.832441381877149
122,-6.118562037475787
123,-6.199982700836275
124,-6.1415355528925835
125,-6.370205933023501
126,-6.116123113441888
127,-6.203641681332801
128,-6.138354571297992
129,-6.264972154817425
130,-6.499558484236827
131,-6.354399787189583
132,-6.356203042149635
133,-6.468610186870119
134,-6.0928474095405525
135,-6.437014630910849
136,-6.190005352921688
137,-6.690213263139754
138,-6.5424202451385245
139,-6.644697355954465
140,-6.55534756031939
141,-6.58608027427115
142,-6.438482649479539
143,-6.554009249934455
144,-6.55273574347541
145,-6.410021770135276
146,-6.474378612768573
147,-6.495048094693907
148,-6.6441831812775725
149,-6.358973398665829
150,-6.654451091171663
151,-6.505091590490903
152,-6.651680535131351
153,-6.80395563778602
154,-6.6376875112929765
155,-6.5975323626040865
156,-6.385219436706934
157,-6.314067713649813
158,-6.6319740603561375
159,-6.495504946846004
160,-6.665507745316611
161,-6.6365860371740935
162,-6.744906701944984
163,-6.335545338618636
