pseudotime,pseudotime_index,cluster,pca_comp,value
0.57143146,736,5,0,-2.3831067
0.5726982,737,5,0,-2.478761
0.5739387,738,5,0,-2.313658
0.5749665,739,5,0,-2.2916274
0.5770707,740,5,0,-2.5075412
0.5798603,741,5,0,-2.4640095
0.5812634,742,5,0,-2.420482
0.58516747,743,5,0,-2.755675
0.5869231,744,5,0,-2.6028507
0.5877568,745,5,0,-2.5044289
0.5890684,746,5,0,-2.6298018
0.5957076,747,5,0,-2.7074635
0.59688216,748,5,0,-2.7248595
0.59877026,749,5,0,-2.8277364
0.5999444,750,5,0,-2.8304148
0.6013746,751,5,0,-2.808591
0.6048462,752,5,0,-2.886401
0.6078696,753,5,0,-2.9862876
0.61277384,754,5,0,-3.019006
0.6182356,755,5,0,-3.1444416
0.6186464,756,5,0,-3.1757164
0.6228127,757,5,0,-3.2729523
0.62539965,758,5,0,-3.2766728
0.6256511,759,5,0,-3.3357987
0.6264825,760,5,0,-3.3010488
0.6280718,761,5,0,-3.3081129
0.62889254,762,5,0,-3.4126937
0.62892306,763,5,0,-3.4799953
0.6289288,764,5,0,-3.4223087
0.6337474,765,5,0,-3.4514518
0.6348068,766,5,0,-3.53729
0.63572353,767,5,0,-3.5619926
0.6357246,768,5,0,-3.416248
0.6360798,769,5,0,-3.6117501
0.63704526,770,5,0,-3.5258691
0.63723415,771,5,0,-3.622603
0.6380746,772,5,0,-3.665399
0.63825583,773,5,0,-3.6412468
0.63969475,774,5,0,-3.6437368
0.64094335,775,5,0,-3.6402802
0.64256054,776,5,0,-3.68981
0.64379734,777,5,0,-3.8108187
0.6440678,778,5,0,-3.8826623
0.64444077,779,5,0,-3.958634
0.6455218,780,5,0,-3.8228297
0.6458339,781,5,0,-3.8479736
0.6469734,782,5,0,-3.8295996
0.6473318,783,5,0,-3.9014497
0.6480122,784,5,0,-4.007778
0.6486608,785,5,0,-3.918411
0.64872783,786,5,0,-4.033288
0.64887655,787,5,0,-3.9023714
0.64904296,788,5,0,-3.5118108
0.65048075,789,5,0,-4.0732074
0.65055484,790,5,0,-3.9860327
0.650911,791,5,0,-4.044021
0.6511613,792,5,0,-3.989521
0.65253913,793,5,0,-4.052054
0.6527707,794,5,0,-3.812607
0.6527983,795,5,0,-4.1060343
0.65318775,796,5,0,-4.2312517
0.6537433,797,5,0,-4.1919994
0.65391034,798,5,0,-4.139105
0.6544877,799,5,0,-4.2187166
0.65455484,800,5,0,-4.1665587
0.6546019,801,5,0,-4.143022
0.65561885,802,5,0,-3.8875546
0.6558261,803,5,0,-4.2487273
0.6559665,804,5,0,-4.21768
0.6563691,805,5,0,-4.232095
0.6579243,806,5,0,-4.398772
0.6581294,807,5,0,-4.3013854
0.65858436,808,5,0,-4.3039813
0.6587085,809,5,0,-4.4425282
0.6597096,810,5,0,-4.3450637
0.66010594,811,5,0,-4.49783
0.66058606,812,5,0,-4.475172
0.66096044,813,5,0,-4.406839
0.66102034,814,5,0,-4.3048897
0.6610741,815,5,0,-4.5436606
0.6625366,816,5,0,-4.443815
0.6635411,817,5,0,-4.6627903
0.6637776,818,5,0,-4.56961
0.66455066,819,5,0,-4.6364107
0.6660908,820,5,0,-4.5454154
0.6666379,821,5,0,-4.770368
0.66678655,822,5,0,-4.569626
0.6687522,823,5,0,-4.8036942
0.6694779,824,5,0,-4.7336597
0.67162067,825,5,0,-4.705675
0.67200387,826,5,0,-4.8965116
0.6723641,827,5,0,-4.658331
0.67245275,828,5,0,-4.731959
0.6725024,829,5,0,-4.913661
0.67254126,830,5,0,-5.0902147
0.6725976,831,5,0,-4.666863
0.67355436,832,5,0,-4.445173
0.6735895,833,5,0,-4.573421
0.6736259,834,5,0,-4.9644966
0.6739024,835,5,0,-4.9784217
0.6742296,836,5,0,-4.6058187
0.67446625,837,5,0,-4.952286
0.674835,838,5,0,-4.649312
0.67498314,839,5,0,-4.5042
0.67536974,840,5,0,-4.660693
0.67538595,841,5,0,-4.947066
0.67587173,842,5,0,-4.6835456
0.67604,843,5,0,-4.6941075
0.67692477,844,5,0,-4.8751006
0.6778044,845,5,0,-4.961807
0.6778092,846,5,0,-4.8998423
0.67798924,847,5,0,-4.759097
0.6782659,848,5,0,-5.169885
0.6784632,849,5,0,-5.2124987
0.67859894,850,5,0,-4.2708564
0.6786741,851,5,0,-5.1606092
0.6789979,852,5,0,-5.1890903
0.679045,853,5,0,-4.6936073
0.67955184,854,5,0,-4.9551125
0.6795744,855,5,0,-5.020392
0.6797603,856,5,0,-5.2206464
0.67991394,857,5,0,-4.9675355
0.679952,858,5,0,-4.9902678
0.6799602,859,5,0,-5.1495485
0.68039924,860,5,0,-5.048663
0.68091094,861,5,0,-4.812331
0.6809968,862,5,0,-5.3356514
0.68174076,863,5,0,-5.225797
0.68253195,864,5,0,-5.10994
0.68257344,865,5,0,-4.932076
0.6826632,866,5,0,-5.305401
0.6828178,867,5,0,-5.3340225
0.682975,868,5,0,-4.9680414
0.68438023,869,5,0,-5.022437
0.6843893,870,5,0,-5.190607
0.6845103,871,5,0,-5.1319585
0.6845506,872,5,0,-5.029985
0.6851906,873,5,0,-5.156824
0.6853134,874,5,0,-5.143407
0.68602294,875,5,0,-5.2666125
0.68693227,876,5,0,-5.1790166
0.68695956,877,5,0,-5.313151
0.6872327,878,5,0,-4.798434
0.6886268,879,5,0,-4.9296565
0.69012946,880,5,0,-5.282839
0.694205,881,5,0,-5.5945544
0.6946636,882,5,0,-5.2980776
0.6982267,883,5,0,-5.6111054
0.6983789,884,5,0,-5.634694
0.6985281,885,5,0,-5.515058
0.6990735,886,5,0,-5.669214
0.69959027,887,5,0,-5.554705
0.7007118,888,5,0,-5.7464805
0.700902,889,5,0,-5.658356
