Pseudotime,Feature1,Feature2,Feature3
0.2,-0.08872027695178986,0.38529130816459656,0.2259117066860199
0.2,-0.09955321252346039,0.38210397958755493,0.14379023015499115
0.2,-0.32420599460601807,0.32434937357902527,-0.032200757414102554
0.2,-0.4704676866531372,0.3144190311431885,0.38629239797592163
0.2,-0.2458830177783966,0.1590176820755005,0.03918762505054474
0.2,-0.6793012022972107,0.28220510482788086,0.09281852841377258
0.2,-0.2845740020275116,0.4098745882511139,0.15804718434810638
0.2,-0.5715771913528442,0.2555946111679077,0.12659122049808502
0.2,-0.5128446817398071,0.21667371690273285,0.12245304882526398
0.2,-0.20201122760772705,0.30193260312080383,0.23853197693824768
0.2,-0.48632800579071045,0.26159846782684326,0.30422914028167725
0.2,-0.36892005801200867,0.23288913071155548,0.2604653835296631
0.2,-0.364791601896286,0.25048983097076416,0.178080752491951
0.2,-0.4498893916606903,0.4162580668926239,0.39055335521698
0.2,-0.29292479157447815,0.33024826645851135,0.03619223088026047
0.2,-0.5251498818397522,0.5326938629150391,0.24862989783287048
0.2,-0.47614455223083496,0.6519993543624878,0.1266801655292511
0.2,-0.14394471049308777,0.5561811923980713,0.1529345065355301
0.2,-0.19913437962532043,0.2362758219242096,-0.054831165820360184
0.2,-0.26288488507270813,0.5693542957305908,0.27634674310684204
0.2,-0.27643460035324097,0.48691433668136597,0.4875779151916504
0.2,-0.24134239554405212,0.006198287010192871,0.5755581259727478
0.2,-0.29220491647720337,0.6954534649848938,-0.06776365637779236
0.2,-0.3489688038825989,0.3106609582901001,0.47424960136413574
0.2,-0.1358446627855301,0.5512723326683044,-0.03654946759343147
0.2,-0.6722725629806519,0.46169835329055786,0.06992405652999878
0.2,-0.4233800172805786,0.4249396026134491,0.32269203662872314
0.2,-0.03490206599235535,-0.1355729103088379,0.9289789795875549
0.2,-0.371309369802475,-0.14546793699264526,0.8391198515892029
0.2,-0.1251547485589981,0.5535314083099365,-0.03035438060760498
0.2,0.046448688954114914,0.45792269706726074,0.2655268907546997
0.2,-0.1084822416305542,0.4182605445384979,0.0949205756187439
0.2,-0.09018358588218689,0.4569729268550873,0.02024593949317932
0.2,-0.12390270829200745,0.5815191268920898,0.24790173768997192
0.2,-0.2778913080692291,0.3616639971733093,0.11904546618461609
0.2,-0.10702775418758392,-0.12117594480514526,0.7217032313346863
0.2,-0.03371046483516693,0.6313611268997192,-0.12365331500768661
0.2,0.022944029420614243,0.6588151454925537,-0.002216894179582596
0.2,0.023958660662174225,0.7086137533187866,0.0043091364204883575
0.2,-0.03448959439992905,0.2871943712234497,-0.1412942111492157
0.2,0.015194278210401535,0.48640313744544983,-0.1350620687007904
0.2,0.04583863914012909,0.7100590467453003,-0.16495381295681
0.2,0.039380937814712524,0.9328566193580627,-0.23095180094242096
0.2,-0.174788698554039,0.5426468253135681,-0.07709427177906036
0.2,-0.006589192897081375,0.92323899269104,0.01938936486840248
0.2,0.08152315020561218,0.6974378824234009,0.48126161098480225
0.2,0.06466592103242874,0.7120418548583984,-0.16097871959209442
0.2,0.2623933255672455,0.4891517460346222,-0.021115882322192192
0.2,-0.20306162536144257,0.47193416953086853,0.4214450716972351
0.2,0.059548210352659225,0.39619380235671997,0.06475596874952316
0.2,-0.08834658563137054,0.6234571933746338,0.127653568983078
0.2,0.20015810430049896,0.5152209401130676,-0.12571009993553162
0.2,-0.1570674628019333,0.7112003564834595,0.08177605271339417
0.2,0.007388480007648468,0.3829513192176819,0.06162113696336746
0.2,0.13028362393379211,0.8695457577705383,-0.3090066909790039
0.2,-0.04280472546815872,0.7979271411895752,-0.2870546281337738
0.2,-0.13265793025493622,0.9323033690452576,-0.4687579870223999
0.2,-0.332813560962677,0.910405158996582,-0.39244329929351807
0.2,-0.316381573677063,0.6179724931716919,-0.21205145120620728
0.2,-0.20754066109657288,0.3837641775608063,0.5742435455322266
0.2,0.009751003235578537,0.5290198922157288,0.642884373664856
0.2,-0.4510602355003357,0.1535036265850067,0.5701183676719666
0.2,-0.31586888432502747,0.3067271113395691,0.12420307099819183
0.2,-0.13633988797664642,0.5546489953994751,0.17734110355377197
