k,variable,value
0.34781956391278257,0_real,0.4048199541482702
0.34766953390678135,0_real,0.40457695742427463
0.3475195039007801,0_real,0.4043340998660392
0.3473694738947789,0_real,0.4040913812313046
0.3472194438887778,0_real,0.40384880127842643
0.34706941388277657,0_real,0.40360635976637455
0.34691938387677534,0_real,0.40336405645473145
0.3467693538707741,0_real,0.403121891103689
0.3466193238647729,0_real,0.40287986347404087
0.3464692938587718,0_real,0.4026379733271913
0.34631926385277056,0_real,0.40239622042514245
0.34616923384676934,0_real,0.40215460453049884
0.3460192038407681,0_real,0.40191312540646457
0.3458691738347669,0_real,0.40167178281683447
0.3457191438287658,0_real,0.4014305765260076
0.34556911382276456,0_real,0.40118950629896144
0.34541908381676334,0_real,0.40094857190127725
0.3452690538107621,0_real,0.40070777309911076
0.345119023804761,0_real,0.4004671096592156
0.3449689937987598,0_real,0.400226581348922
0.34481896379275856,0_real,0.3999861879361464
0.34466893378675734,0_real,0.39974592918937546
0.3445189037807561,0_real,0.39950580487769
0.344368873774755,0_real,0.3992658147707265
0.3442188437687538,0_real,0.3990259586387129
0.34406881376275256,0_real,0.3987862362524386
0.34391878375675133,0_real,0.3985466473832676
0.3437687537507501,0_real,0.3983071918031278
0.343618723744749,0_real,0.3980678692845148
0.3434686937387478,0_real,0.39782867960049006
0.34331866373274655,0_real,0.3975896225246744
0.34316863372674533,0_real,0.39735069783124843
0.3430186037207441,0_real,0.3971119052949479
0.342868573714743,0_real,0.396873244691074
0.3427185437087418,0_real,0.3966347157954747
0.34256851370274055,0_real,0.39639631838454936
0.34241848369673933,0_real,0.39615805223525286
0.3422684536907381,0_real,0.39591991712508645
0.342118423684737,0_real,0.39568191283209686
0.34196839367873577,0_real,0.39544403913487713
0.34181836367273455,0_real,0.39520629581256034
0.3416683336667333,0_real,0.39496868264482576
0.3415183036607321,0_real,0.39473119941188534
0.341368273654731,0_real,0.3944938458944964
0.34121824364872977,0_real,0.39425662187394483
0.34106821364272855,0_real,0.39401952713205174
0.3409181836367273,0_real,0.393782561451174
0.3407681536307261,0_real,0.3935457246141942
0.340618123624725,0_real,0.39330901640452437
0.34046809361872377,0_real,0.3930724366061066
0.34031806361272254,0_real,0.39283598500340106
0.3401680336067213,0_real,0.39259966138139374
0.3400180036007201,0_real,0.39236346552559964
0.339867973594719,0_real,0.3921273972220388
0.33971794358871776,0_real,0.3918914562572587
0.33956791358271654,0_real,0.3916556424183213
0.3394178835767153,0_real,0.39141995549280156
0.3392678535707141,0_real,0.3911843952687856
0.339117823564713,0_real,0.3909489615348755
0.33896779355871176,0_real,0.3907136540801753
0.33881776355271054,0_real,0.39047847269430075
0.3386677335467093,0_real,0.3902434171673738
0.3385177035407081,0_real,0.39000848729001636
0.338367673534707,0_real,0.3897736828533568
0.33821764352870576,0_real,0.3895390036490244
0.33806761352270454,0_real,0.38930444946914167
0.3379175835167033,0_real,0.38907002010633296
0.3377675535107021,0_real,0.38883571535371525
0.337617523504701,0_real,0.38860153500490974
0.33746749349869976,0_real,0.38836747885401113
0.33731746349269853,0_real,0.38813354669562317
0.3371674334866973,0_real,0.3878997383248267
0.3370174034806961,0_real,0.38766605353719436
0.336867373474695,0_real,0.38743249212878406
0.33671734346869375,0_real,0.3871990538961376
0.33656731346269253,0_real,0.3869657386362837
0.3364172834566913,0_real,0.3867325461467229
0.3362672534506901,0_real,0.38649947622544467
0.336117223444689,0_real,0.3862665286709087
0.33596719343868775,0_real,0.3860337032820544
0.3358171634326865,0_real,0.38580099985829586
0.3356671334266853,0_real,0.38556841819952414
0.3355171034206841,0_real,0.38533595810609106
0.33536707341468297,0_real,0.3851036193788294
0.33521704340868175,0_real,0.38487140181903473
0.3350670134026805,0_real,0.38463930522847
0.3349169833966793,0_real,0.38440732940936534
0.3347669533906781,0_real,0.3841754741644145
0.33461692338467697,0_real,0.38394373929677206
0.33446689337867574,0_real,0.38371212461005344
0.3343168633726745,0_real,0.3834806299083359
0.3341668333666733,0_real,0.3832492549961491
0.3340168033606722,0_real,0.3830179996784878
0.33386677335467096,0_real,0.38278686376079113
0.33371674334866974,0_real,0.3825558470489587
0.3335667133426685,0_real,0.38232494934934547
0.3334166833366673,0_real,0.3820941704687438
0.3332666533306662,0_real,0.3818635102144091
0.33311662332466496,0_real,0.3816329683940318
0.33296659331866374,0_real,0.38140254481575964
0.3328165633126625,0_real,0.38117223928817595
0.3326665333066613,0_real,0.38094205162031386
0.3325165033006602,0_real,0.38071198162164577
0.33236647329465896,0_real,0.3804820291020809
0.33221644328865774,0_real,0.38025219387197295
0.3320664132826565,0_real,0.38002247574210973
0.3319163832766553,0_real,0.37979287452371857
0.3317663532706542,0_real,0.3795633900284547
0.33161632326465296,0_real,0.37933402206841416
0.33146629325865173,0_real,0.3791047704561199
0.3313162632526505,0_real,0.3788756350045277
0.3311662332466493,0_real,0.37864661552702333
0.3310162032406482,0_real,0.3784177118374158
0.33086617323464695,0_real,0.37818892374994467
0.33071614322864573,0_real,0.37796025107927356
0.3305661132226445,0_real,0.37773169364048576
0.3304160832166433,0_real,0.37750325124909695
0.3302660532106422,0_real,0.3772749237210331
0.33011602320464095,0_real,0.3770467108726435
0.32996599319863973,0_real,0.37681861252069665
0.3298159631926385,0_real,0.37659062848238006
0.3296659331866373,0_real,0.37636275857529167
0.32951590318063617,0_real,0.37613500261744615
0.32936587317463495,0_real,0.3759073604272708
0.3292158431686337,0_real,0.37567983182360604
0.3290658131626325,0_real,0.37545241662570067
0.3289157831566313,0_real,0.3752251146532149
0.32876575315063017,0_real,0.3749979257262143
0.32861572314462895,0_real,0.3747708496651722
0.3284656931386277,0_real,0.3745438862909642
0.3283156631326265,0_real,0.37431703542487726
0.3281656331266253,0_real,0.3740902968885922
0.32801560312062417,0_real,0.37386367050419583
0.32786557311462294,0_real,0.37363715609417486
0.3277155431086217,0_real,0.3734107534814143
0.3275655131026205,0_real,0.3731844624891936
0.3274154830966193,0_real,0.372958282941197
0.32726545309061816,0_real,0.3727322146614955
0.32711542308461694,0_real,0.37250625747455507
0.3269653930786157,0_real,0.37228041120523997
0.3268153630726145,0_real,0.37205467567879885
0.3266653330666133,0_real,0.3718290507208743
0.32651530306061216,0_real,0.37160353615750114
0.32636527305461094,0_real,0.3713781318150939
0.3262152430486097,0_real,0.37115283752045625
0.3260652130426085,0_real,0.37092765310078274
0.32591518303660727,0_real,0.3707025783836454
0.32576515303060616,0_real,0.3704776131970036
0.32561512302460494,0_real,0.3702527573691956
0.3254650930186037,0_real,0.3700280107289412
0.3253150630126025,0_real,0.36980337310533795
0.32516503300660127,0_real,0.3695788443278672
0.32501500300060016,0_real,0.36935442422638065
0.32486497299459893,0_real,0.3691301126311097
0.3247149429885977,0_real,0.36890590937265527
0.3245649129825965,0_real,0.36868181428200403
0.32441488297659526,0_real,0.36845782719049724
0.32426485297059415,0_real,0.3682339479298635
0.32411482296459293,0_real,0.3680101763321937
0.3239647929585917,0_real,0.3677865122299477
0.3238147629525905,0_real,0.3675629554559539
0.32366473294658926,0_real,0.36733950584341185
0.32351470294058815,0_real,0.3671161632258766
0.3233646729345869,0_real,0.3668929274372778
0.3232146429285857,0_real,0.36666979831190283
0.3230646129225845,0_real,0.366446775684403
0.32291458291658326,0_real,0.36622385938979174
0.32276455291058215,0_real,0.3660010492634408
0.3226145229045809,0_real,0.36577834514107826
0.3224644928985797,0_real,0.3655557468587973
0.3223144628925785,0_real,0.3653332542530385
0.32216443288657737,0_real,0.3651108671606092
0.32201440288057614,0_real,0.3648885854186594
0.3218643728745749,0_real,0.3646664088646993
0.3217143428685737,0_real,0.36444433733659104
0.3215643128625725,0_real,0.36422237067254787
0.32141428285657136,0_real,0.3640005087111316
0.32126425285057014,0_real,0.3637787512912557
0.3211142228445689,0_real,0.3635570982521789
0.3209641928385677,0_real,0.36333554943350754
0.3208141628325665,0_real,0.36311410467519845
0.32066413282656536,0_real,0.3628927638175467
0.32051410282056414,0_real,0.36267152670119485
0.3203640728145629,0_real,0.36245039316712635
0.3202140428085617,0_real,0.36222936305667175
0.32006401280256047,0_real,0.362008436211496
0.31991398279655936,0_real,0.3617876124736064
0.31976395279055814,0_real,0.3615668916853506
0.3196139227845569,0_real,0.3613462736894107
0.3194638927785557,0_real,0.361125758328806
0.31931386277255447,0_real,0.36090534544689623
0.31916383276655336,0_real,0.36068503488737014
0.31901380276055213,0_real,0.3604648264942522
0.3188637727545509,0_real,0.36024472011190034
0.3187137427485497,0_real,0.3600247155850032
0.31856371274254847,0_real,0.3598048127585825
0.31841368273654735,0_real,0.3595850114779833
0.31826365273054613,0_real,0.3593653115888847
0.3181136227245449,0_real,0.35914571293729824
0.3179635927185437,0_real,0.3589262153695494
0.31781356271254246,0_real,0.3587068187323012
0.31766353270654135,0_real,0.35848752287253327
0.31751350270054013,0_real,0.3582683276375552
0.3173634726945389,0_real,0.35804923287499724
0.3172134426885377,0_real,0.3578302384328071
0.31706341268253646,0_real,0.3576113441592634
0.31691338267653535,0_real,0.35739254990295727
0.3167633526705341,0_real,0.35717385551280006
0.3166133226645329,0_real,0.35695526083801987
0.3164632926585317,0_real,0.3567367657281682
0.31631326265253046,0_real,0.3565183700331052
0.31616323264652935,0_real,0.3563000736030097
0.3160132026405281,0_real,0.3560818762883798
0.3158631726345269,0_real,0.3558637779400164
0.3157131426285257,0_real,0.3556457784090422
0.31556311262252446,0_real,0.35542787754688565
0.31541308261652334,0_real,0.3552100752052899
0.3152630526105221,0_real,0.3549923712363082
0.3151130226045209,0_real,0.35477476549229625
0.3149629925985197,0_real,0.3545572578259251
0.31481296259251845,0_real,0.3543398480901698
0.31466293258651734,0_real,0.3541225361383118
0.3145129025805161,0_real,0.353905321823938
0.3143628725745149,0_real,0.35368820500093723
0.3142128425685137,0_real,0.3534711855235074
0.31406281256251245,0_real,0.3532542632461438
0.31391278255651134,0_real,0.35303743802364684
0.3137627525505101,0_real,0.35282070971111223
0.3136127225445089,0_real,0.3526040781639442
0.31346269253850767,0_real,0.35238754323783733
0.31331266253250645,0_real,0.3521711047887929
0.31316263252650534,0_real,0.3519547626731033
0.3130126025205041,0_real,0.3517385167473569
0.3128625725145029,0_real,0.3515223668684444
0.31271254250850167,0_real,0.35130631289354275
0.31256251250250044,0_real,0.35109035468012956
0.31241248249649933,0_real,0.3508744920859708
0.3122624524904981,0_real,0.35065872496912875
0.3121124224844969,0_real,0.35044305318795543
0.31196239247849566,0_real,0.35022747660109
0.31181236247249444,0_real,0.3500119950674665
0.31166233246649333,0_real,0.34979660844630517
0.3115123024604921,0_real,0.3495813165971145
0.3113622724544909,0_real,0.3493661193796883
0.31121224244848966,0_real,0.34915101665411113
0.31106221244248855,0_real,0.3489360082807521
0.3109121824364873,0_real,0.3487210941202603
0.3107621524304861,0_real,0.3485062740335713
0.3106121224244849,0_real,0.34829154788190875
0.31046209241848366,0_real,0.3480769155267711
0.31031206241248255,0_real,0.3478623768299409
0.3101620324064813,0_real,0.34764793165348296
0.3100120024004801,0_real,0.3474335798597393
0.3098619723944789,0_real,0.34721932131133276
0.30971194238847766,0_real,0.3470051558711669
0.30956191238247655,0_real,0.3467910834024176
0.3094118823764753,0_real,0.3465771037685398
0.3092618523704741,0_real,0.3463632168332645
0.3091118223644729,0_real,0.3461494224605956
0.30896179235847165,0_real,0.3459357205148151
0.30881176235247054,0_real,0.3457221108604752
0.3086617323464693,0_real,0.3455085933624029
0.3085117023404681,0_real,0.3452951678856966
0.3083616723344669,0_real,0.34508183429572553
0.30821164232846565,0_real,0.3448685924581289
0.30806161232246454,0_real,0.3446554422388167
0.3079115823164633,0_real,0.344442383503966
0.3077615523104621,0_real,0.3442294161200253
0.30761152230446087,0_real,0.34401653995370773
0.30746149229845965,0_real,0.34380375487199294
0.30731146229245854,0_real,0.3435910607421275
0.3071614322864573,0_real,0.3433784574316213
0.3070114022804561,0_real,0.3431659448082531
0.30686137227445487,0_real,0.3429535227400594
0.30671134226845365,0_real,0.3427411910953443
0.30656131226245253,0_real,0.34252894974267023
0.3064112822564513,0_real,0.3423167985508641
0.3062612522504501,0_real,0.3421047373890114
0.30611122224444887,0_real,0.3418927661264597
0.30596119223844764,0_real,0.34168088463281354
0.30581116223244653,0_real,0.3414690927779365
0.3056611322264453,0_real,0.34125739043194997
0.3055111022204441,0_real,0.34104577746523407
0.30536107221444286,0_real,0.34083425374842363
0.30521104220844164,0_real,0.34062281915240517
0.30506101220244053,0_real,0.34041147354832985
0.3049109821964393,0_real,0.34020021680759344
0.3047609521904381,0_real,0.3399890488018508
0.30461092218443686,0_real,0.3397779694030065
0.30446089217843564,0_real,0.33956697848321765
0.3043108621724345,0_real,0.3393560759148966
0.3041608321664333,0_real,0.3391452615706994
0.3040108021604321,0_real,0.33893453532353823
0.30386077215443086,0_real,0.3387238970465697
0.30371074214842964,0_real,0.3385133466132019
0.3035607121424285,0_real,0.3383028838970915
0.3034106821364273,0_real,0.33809250877214064
0.3032606521304261,0_real,0.3378822211124967
0.30311062212442486,0_real,0.33767202079255687
0.30296059211842363,0_real,0.3374619076869595
0.3028105621124225,0_real,0.33725188167058806
0.3026605321064213,0_real,0.33704194261857223
0.3025105021004201,0_real,0.3368320904062836
0.30236047209441885,0_real,0.3366223249093345
0.30221044208841763,0_real,0.3364126460035807
0.3020604120824165,0_real,0.3362030535651194
0.3019103820764153,0_real,0.335993547470287
0.3017603520704141,0_real,0.33578412759566084
0.30161032206441285,0_real,0.33557479381805383
0.3014602920584116,0_real,0.3353655460145242
0.3013102620524105,0_real,0.335156384062362
0.3011602320464093,0_real,0.33494730783909726
0.30101020204040807,0_real,0.3347383172224947
0.30086017203440685,0_real,0.3345294120905574
0.3007101420284056,0_real,0.33432059232152117
0.3005601120224045,0_real,0.3341118577938573
0.3004100820164033,0_real,0.3339032083862691
0.30026005201040207,0_real,0.3336946439777012
0.30011002200440084,0_real,0.3334861644473179
0.29995999199839973,0_real,0.3332777696745269
0.2998099619923985,0_real,0.33306945953896155
0.2996599319863973,0_real,0.3328612339204851
0.29950990198039606,0_real,0.3326530926991953
0.29935987197439484,0_real,0.33244503575541945
0.29920984196839373,0_real,0.33223706296970557
0.2990598119623925,0_real,0.3320291742228398
0.2989097819563913,0_real,0.33182136939583157
0.29875975195039006,0_real,0.3316136483699143
0.29860972194438884,0_real,0.3314060110265561
0.29845969193838773,0_real,0.33119845724744285
0.2983096619323865,0_real,0.3309909869144875
0.2981596319263853,0_real,0.33078359990983225
0.29800960192038406,0_real,0.3305762961158383
0.29785957191438284,0_real,0.3303690754150898
0.2977095419083817,0_real,0.33016193769039787
0.2975595119023805,0_real,0.3299548828247919
0.2974094818963793,0_real,0.3297479107015253
0.29725945189037806,0_real,0.3295410212040687
0.29710942188437683,0_real,0.3293342142161209
0.2969593918783757,0_real,0.32912748962159105
0.2968093618723745,0_real,0.32892084730461346
0.2966593318663733,0_real,0.32871428714953976
0.29650930186037205,0_real,0.3285078090409387
0.29635927185437083,0_real,0.32830141286359504
0.2962092418483697,0_real,0.32809509850251783
0.2960592118423685,0_real,0.3278888658429213
0.2959091818363673,0_real,0.327682714770241
0.29575915183036605,0_real,0.32747664517013214
0.29560912182436483,0_real,0.32727065692845514
0.2954590918183637,0_real,0.32706474993129336
0.2953090618123625,0_real,0.32685892406493505
0.29515903180636127,0_real,0.3266531792158863
0.29500900180036005,0_real,0.3264475152708668
0.2948589717943588,0_real,0.32624193211680486
0.2947089417883577,0_real,0.3260364296408393
0.2945589117823565,0_real,0.32583100773032075
0.29440888177635527,0_real,0.3256256662728122
0.29425885177035405,0_real,0.32542040515608256
0.2941088217643528,0_real,0.3252152242681116
0.2939587917583517,0_real,0.3250101234970852
0.2938087617523505,0_real,0.32480510273140095
0.29365873174634927,0_real,0.3246001618596594
0.29350870174034804,0_real,0.3243953007706699
0.2933586717343468,0_real,0.3241905193534493
0.2932086417283457,0_real,0.32398581749721683
0.2930586117223445,0_real,0.3237811950913988
0.29290858171634326,0_real,0.32357665202562474
0.29275855171034204,0_real,0.323372188189732
0.2926085217043408,0_real,0.3231678034737546
0.2924584916983397,0_real,0.32296349776793615
0.2923084616923385,0_real,0.3227592709627171
0.29215843168633726,0_real,0.3225551229487436
0.29200840168033604,0_real,0.3223510536168621
0.2918583716743348,0_real,0.322147062858119
0.2917083416683337,0_real,0.32194315056376105
0.2915583116623325,0_real,0.3217393166252357
0.29140828165633126,0_real,0.32153556093418983
0.29125825165033004,0_real,0.32133188338246543
0.2911082216443288,0_real,0.3211282838621076
0.2909581916383277,0_real,0.320924762265357
0.2908081616323265,0_real,0.32072131848464935
0.29065813162632526,0_real,0.3205179524126194
0.29050810162032403,0_real,0.3203146639420976
0.2903580716143228,0_real,0.3201114529661109
0.2902080416083217,0_real,0.31990831937787884
0.2900580116023205,0_real,0.3197052630708158
0.28990798159631925,0_real,0.3195022839385346
0.28975795159031803,0_real,0.31929938187483337
0.2896079215843168,0_real,0.3190965567737115
0.2894578915783157,0_real,0.31889380852935917
0.2893078615723145,0_real,0.3186911370361525
0.28915783156631325,0_real,0.3184885421886656
0.289007801560312,0_real,0.31828602388166294
0.2888577715543108,0_real,0.31808358201009734
0.2887077415483097,0_real,0.31788121646911166
0.28855771154230847,0_real,0.31767892715403995
0.28840768153630725,0_real,0.3174767139604031
0.288257651530306,0_real,0.31727457678391313
0.2881076215243049,0_real,0.3170725155204719
0.2879575915183037,0_real,0.3168705300661609
0.28780756151230247,0_real,0.31666862031725695
0.28765753150630125,0_real,0.3164667861702202
0.2875075015003,0_real,0.316265027521696
0.2873574714942989,0_real,0.3160633442685184
0.2872074414882977,0_real,0.3158617363077035
0.28705741148229647,0_real,0.31566020353645374
0.28690738147629524,0_real,0.3154587458521539
0.286757351470294,0_real,0.3152573631523782
0.2866073214642929,0_real,0.31505605533487613
0.2864572914582917,0_real,0.31485482229758605
0.28630726145229046,0_real,0.3146536639386248
0.28615723144628924,0_real,0.3144525801562964
0.286007201440288,0_real,0.31425157084908
0.2858571714342869,0_real,0.3140506359156383
0.2857071414282857,0_real,0.31384977525481633
0.28555711142228446,0_real,0.3136489887656358
0.28540708141628324,0_real,0.313448276347302
0.285257051410282,0_real,0.3132476378991956
0.2851070214042809,0_real,0.3130470733208786
0.2849569913982797,0_real,0.31284658251208886
0.28480696139227846,0_real,0.31264616537274365
0.28465693138627723,0_real,0.31244582180293784
0.284506901380276,0_real,0.3122455517029411
0.2843568713742749,0_real,0.31204535497320407
0.2842068413682737,0_real,0.31184523151434473
0.28405681136227245,0_real,0.31164518122716545
0.28390678135627123,0_real,0.31144520401263975
0.28375675135027,0_real,0.311245299771917
0.2836067213442689,0_real,0.31104546840631814
0.2834566913382677,0_real,0.31084570981734055
0.28330666133226645,0_real,0.31064602390665497
0.28315663132626523,0_real,0.3104464105761024
0.283006601320264,0_real,0.31024686972769766
0.2828565713142629,0_real,0.31004740126362984
0.28270654130826167,0_real,0.30984800508625737
0.28255651130226045,0_real,0.3096486810981083
0.2824064812962592,0_real,0.3094494292018823
0.282256451290258,0_real,0.30925024930045336
0.2821064212842569,0_real,0.30905114129686034
0.28195639127825567,0_real,0.3088521050943114
0.28180636127225445,0_real,0.3086531405961887
0.2816563312662532,0_real,0.3084542477060364
0.281506301260252,0_real,0.30825542632757347
0.2813562712542509,0_real,0.30805667636468154
0.28120624124824967,0_real,0.30785799772140904
0.28105621124224844,0_real,0.3076593903019768
0.2809061812362472,0_real,0.3074608540107672
0.280756151230246,0_real,0.3072623887523302
0.2806061212242449,0_real,0.3070639944313822
0.28045609121824366,0_real,0.30686567095280204
0.28030606121224244,0_real,0.3066674182216369
0.2801560312062412,0_real,0.3064692361430958
0.28000600120024,0_real,0.3062711246225531
0.2798559711942389,0_real,0.306073083565547
0.27970594118823766,0_real,0.3058751128777764
0.27955591118223644,0_real,0.30567721246510576
0.2794058811762352,0_real,0.30547938223355964
0.279255851170234,0_real,0.3052816220893271
0.2791058211642329,0_real,0.30508393193875705
0.27895579115823166,0_real,0.30488631168835784
0.27880576115223044,0_real,0.3046887612448019
0.2786557311462292,0_real,0.30449128051492214
0.278505701140228,0_real,0.3042938694057069
0.2783556711342269,0_real,0.3040965278243101
0.27820564112822566,0_real,0.3038992556780388
0.27805561112222443,0_real,0.3037020528743633
0.2779055811162232,0_real,0.3035049193209099
0.277755551110222,0_real,0.30330785492546386
0.2776055211042209,0_real,0.3031108595959685
0.27745549109821965,0_real,0.30291393324052235
0.27730546109221843,0_real,0.3027170757673837
0.2771554310862172,0_real,0.3025202870849636
0.2770054010802161,0_real,0.30232356710183295
0.2768553710742149,0_real,0.30212691572671474
0.27670534106821365,0_real,0.3019303328684902
0.27655531106221243,0_real,0.3017338184361929
0.2764052810562112,0_real,0.3015373723390128
0.2762552510502101,0_real,0.30134099448629376
0.27610522104420887,0_real,0.30114468478753115
0.27595519103820765,0_real,0.3009484431523783
0.2758051610322064,0_real,0.3007522694906376
0.2756551310262052,0_real,0.30055616371226374
0.2755051010202041,0_real,0.3003601257273655
0.27535507101420287,0_real,0.30016415544620584
0.27520504100820165,0_real,0.29996825277919303
0.2750550110022004,0_real,0.2997724176368903
0.2749049809961992,0_real,0.29957664993001215
0.2747549509901981,0_real,0.2993809495694236
0.27460492098419687,0_real,0.2991853164661378
0.27445489097819564,0_real,0.2989897505313171
0.2743048609721944,0_real,0.29879425167627516
0.2741548309661932,0_real,0.29859881981247344
0.2740048009601921,0_real,0.2984034548515237
0.27385477095419086,0_real,0.2982081567051843
0.27370474094818964,0_real,0.2980129252853593
0.2735547109421884,0_real,0.2978177605041044
0.2734046809361872,0_real,0.2976226622736218
0.2732546509301861,0_real,0.2974276305062569
0.27310462092418486,0_real,0.2972326651145064
0.27295459091818364,0_real,0.297037766011008
0.2728045609121824,0_real,0.29684293310854887
0.2726545309061812,0_real,0.2966481663200591
0.2725045009001801,0_real,0.2964534655586169
0.27235447089417886,0_real,0.2962588307374421
0.27220444088817763,0_real,0.29606426176989964
0.2720544108821764,0_real,0.2958697585694984
0.2719043808761752,0_real,0.29567532104989197
0.2717543508701741,0_real,0.2954809491248764
0.27160432086417285,0_real,0.29528664270839095
0.27145429085817163,0_real,0.29509240171451595
0.2713042608521704,0_real,0.2948982260574756
0.2711542308461692,0_real,0.2947041156516351
0.2710042008401681,0_real,0.29451007041150024
0.27085417083416685,0_real,0.29431609025172123
0.27070414082816563,0_real,0.2941221750870869
0.2705541108221644,0_real,0.29392832483252684
0.2704040808161632,0_real,0.29373453940311
0.27025405081016207,0_real,0.2935408187140483
0.27010402080416085,0_real,0.29334716268068806
0.2699539907981596,0_real,0.29315357121851837
0.2698039607921584,0_real,0.2929600442431669
0.2696539307861572,0_real,0.2927665816703986
0.26950390078015607,0_real,0.2925731834161192
0.26935387077415485,0_real,0.2923798493963672
0.2692038407681536,0_real,0.29218657952732546
0.2690538107621524,0_real,0.2919933737253066
0.2689037807561512,0_real,0.29180023190676696
0.26875375075015007,0_real,0.29160715398829457
0.26860372074414884,0_real,0.29141413988661635
0.2684536907381476,0_real,0.2912211895185922
0.2683036607321464,0_real,0.29102830280122216
0.2681536307261452,0_real,0.29083547965163764
