m1,variable,value
1.0,4_real,0.1001807054898137
1.003903903903904,4_real,0.10057322613563098
1.0078078078078079,4_real,0.100965763524189
1.0117117117117118,4_real,0.10135831772232537
1.0156156156156155,4_real,0.10175088879689795
1.0195195195195195,4_real,0.1021434768147855
1.0234234234234234,4_real,0.10253608184288687
1.0273273273273273,4_real,0.10292870394812197
1.0312312312312313,4_real,0.10332134319743143
1.0351351351351352,4_real,0.10371399965777642
1.039039039039039,4_real,0.10410667339613933
1.0429429429429429,4_real,0.10449936447952371
1.0468468468468468,4_real,0.10489207297495375
1.0507507507507508,4_real,0.10528479894947532
1.0546546546546547,4_real,0.10567754247015525
1.0585585585585586,4_real,0.10607030360408187
1.0624624624624626,4_real,0.10646308241836483
1.0663663663663663,4_real,0.10685587898013549
1.0702702702702702,4_real,0.10724869335654677
1.0741741741741742,4_real,0.10764152561477322
1.078078078078078,4_real,0.10803437582201122
1.081981981981982,4_real,0.10842724404547915
1.085885885885886,4_real,0.10882013035241707
1.0897897897897897,4_real,0.10921303481008734
1.0936936936936936,4_real,0.10960595748577433
1.0975975975975976,4_real,0.10999889844678479
1.1015015015015015,4_real,0.11039185776044756
1.1054054054054054,4_real,0.11078483549411411
1.1093093093093094,4_real,0.11117783171515809
1.1132132132132133,4_real,0.11157084649097596
1.117117117117117,4_real,0.11196387988898673
1.121021021021021,4_real,0.11235693197663217
1.124924924924925,4_real,0.112750002821377
1.1288288288288288,4_real,0.11314309249070859
1.1327327327327328,4_real,0.11353620105213744
1.1366366366366367,4_real,0.11392932857319726
1.1405405405405404,4_real,0.1143224751214448
1.1444444444444444,4_real,0.11471564076446003
1.1483483483483483,4_real,0.11510882556984643
1.1522522522522523,4_real,0.11550202960523076
1.1561561561561562,4_real,0.11589525293826332
1.1600600600600601,4_real,0.11628849563661815
1.163963963963964,4_real,0.11668175776799289
1.167867867867868,4_real,0.11707503940010887
1.1717717717717717,4_real,0.11746834060071148
1.1756756756756757,4_real,0.11786166143756993
1.1795795795795796,4_real,0.11825500197847758
1.1834834834834835,4_real,0.11864836229125188
1.1873873873873875,4_real,0.11904174244373444
1.1912912912912912,4_real,0.1194351425037913
1.1951951951951951,4_real,0.11982856253931289
1.199099099099099,4_real,0.1202220026182139
1.203003003003003,4_real,0.12061546280843394
1.206906906906907,4_real,0.12100894317793703
1.2108108108108109,4_real,0.12140244379471203
1.2147147147147148,4_real,0.12179596472677277
1.2186186186186188,4_real,0.12218950604215763
1.2225225225225225,4_real,0.1225830678089305
1.2264264264264264,4_real,0.12297665009518004
1.2303303303303303,4_real,0.12337025296902018
1.2342342342342343,4_real,0.12376387649859019
1.2381381381381382,4_real,0.12415752075205465
1.242042042042042,4_real,0.1245511857976037
1.2459459459459459,4_real,0.12494487170345285
1.2498498498498498,4_real,0.12533857853784353
1.2537537537537538,4_real,0.1257323063690426
1.2576576576576577,4_real,0.12612605526534287
1.2615615615615616,4_real,0.1265198252950631
1.2654654654654656,4_real,0.12691361652654795
1.2693693693693695,4_real,0.1273074290281685
1.2732732732732732,4_real,0.12770126286832129
1.2771771771771772,4_real,0.12809511811542995
1.281081081081081,4_real,0.128488994837944
1.284984984984985,4_real,0.12888289310433945
1.288888888888889,4_real,0.12927681298311877
1.2927927927927927,4_real,0.1296707545428114
1.2966966966966966,4_real,0.1300647178519733
1.3006006006006006,4_real,0.13045870297918702
1.3045045045045045,4_real,0.1308527099930625
1.3084084084084084,4_real,0.13124673896223615
1.3123123123123124,4_real,0.13164078995537168
1.3162162162162163,4_real,0.13203486304116027
1.3201201201201203,4_real,0.13242895828831977
1.324024024024024,4_real,0.13282307576559582
1.327927927927928,4_real,0.1332172155417614
1.3318318318318318,4_real,0.1336113776856169
1.3357357357357358,4_real,0.1340055622659905
1.3396396396396397,4_real,0.13439976935173809
1.3435435435435434,4_real,0.1347939990117432
1.3474474474474474,4_real,0.13518825131491746
1.3513513513513513,4_real,0.13558252633020035
1.3552552552552553,4_real,0.1359768241265595
1.3591591591591592,4_real,0.13637114477299064
1.3630630630630631,4_real,0.13676548833851807
1.366966966966967,4_real,0.13715985489219384
1.370870870870871,4_real,0.13755424450309917
1.374774774774775,4_real,0.13794865724034325
1.3786786786786787,4_real,0.1383430931730642
1.3825825825825826,4_real,0.1387375523704288
1.3864864864864865,4_real,0.13913203490163265
1.3903903903903905,4_real,0.13952654083590024
1.3942942942942942,4_real,0.13992107024248512
1.3981981981981981,4_real,0.14031562319066979
1.402102102102102,4_real,0.14071019974976617
1.406006006006006,4_real,0.14110479998911532
1.40990990990991,4_real,0.1414994239780877
1.4138138138138139,4_real,0.14189407178608326
1.4177177177177178,4_real,0.14228874348253134
1.4216216216216218,4_real,0.14268343913689133
1.4255255255255257,4_real,0.1430781588186519
1.4294294294294294,4_real,0.14347290259733197
1.4333333333333333,4_real,0.14386767054248006
1.4372372372372373,4_real,0.1442624627236751
1.4411411411411412,4_real,0.14465727921052576
1.4450450450450452,4_real,0.14505212007267107
1.4489489489489489,4_real,0.14544698537978035
1.4528528528528528,4_real,0.1458418752015536
1.4567567567567568,4_real,0.14623678960772096
1.4606606606606607,4_real,0.1466317286680433
1.4645645645645646,4_real,0.14702669245231217
1.4684684684684686,4_real,0.14742168103034978
1.4723723723723725,4_real,0.14781669447200949
1.4762762762762764,4_real,0.1482117328471755
1.4801801801801802,4_real,0.1486067962257629
1.484084084084084,4_real,0.14900188467771833
1.487987987987988,4_real,0.14939699827301936
1.491891891891892,4_real,0.14979213708167496
1.495795795795796,4_real,0.1501873011737258
1.4996996996996996,4_real,0.1505824906192436
1.5036036036036036,4_real,0.1509777054883322
1.5075075075075075,4_real,0.15137294585112704
1.5114114114114114,4_real,0.15176821177779518
1.5153153153153154,4_real,0.152163503338536
1.5192192192192193,4_real,0.15255882060358042
1.5231231231231233,4_real,0.15295416364319184
1.5270270270270272,4_real,0.15334953252766578
1.5309309309309311,4_real,0.1537449273273301
1.5348348348348348,4_real,0.15414034811254487
1.5387387387387388,4_real,0.15453579495370287
1.5426426426426427,4_real,0.1549312679212295
1.5465465465465464,4_real,0.15532676708558266
1.5504504504504504,4_real,0.15572229251725317
1.5543543543543543,4_real,0.15611784428676495
1.5582582582582583,4_real,0.15651342246467434
1.5621621621621622,4_real,0.15690902712157134
1.5660660660660661,4_real,0.15730465832807888
1.56996996996997,4_real,0.15770031615485308
1.573873873873874,4_real,0.15809600067258373
1.577777777777778,4_real,0.15849171195199374
1.5816816816816819,4_real,0.15888745006383964
1.5855855855855856,4_real,0.1592832150789121
1.5894894894894895,4_real,0.15967900706803503
1.5933933933933935,4_real,0.16007482610206644
1.5972972972972972,4_real,0.16047067225189807
1.6012012012012011,4_real,0.1608665455884561
1.605105105105105,4_real,0.1612624461827006
1.609009009009009,4_real,0.16165837410562578
1.612912912912913,4_real,0.16205432942826073
1.6168168168168169,4_real,0.16245031222166847
1.6207207207207208,4_real,0.16284632255694675
1.6246246246246248,4_real,0.16324236050522797
1.6285285285285287,4_real,0.16363842613767932
1.6324324324324326,4_real,0.16403451952550288
1.6363363363363364,4_real,0.16443064073993557
1.6402402402402403,4_real,0.1648267898522495
1.6441441441441442,4_real,0.1652229669337516
1.648048048048048,4_real,0.1656191720557846
1.6519519519519519,4_real,0.166015405289726
1.6558558558558558,4_real,0.16641166670698923
1.6597597597597598,4_real,0.166807956379023
1.6636636636636637,4_real,0.16720427437731164
1.6675675675675676,4_real,0.1676006207733754
1.6714714714714716,4_real,0.16799699563877027
1.6753753753753755,4_real,0.16839339904508818
1.6792792792792794,4_real,0.16878983106395729
1.6831831831831834,4_real,0.16918629176704167
1.687087087087087,4_real,0.16958278122604173
1.690990990990991,4_real,0.16997929951269425
1.694894894894895,4_real,0.17037584669877273
1.6987987987987987,4_real,0.17077242285608651
1.7027027027027026,4_real,0.17116902805648235
1.7066066066066066,4_real,0.17156566237184345
1.7105105105105105,4_real,0.17196232587408986
1.7144144144144144,4_real,0.17235901863517858
1.7183183183183184,4_real,0.17275574072710373
1.7222222222222223,4_real,0.17315249222189638
1.7261261261261263,4_real,0.17354927319162564
1.7300300300300302,4_real,0.1739460837083968
1.7339339339339341,4_real,0.1743429238443536
1.7378378378378379,4_real,0.17473979367167694
1.7417417417417418,4_real,0.17513669326258546
1.7456456456456457,4_real,0.17553362268933562
1.7495495495495497,4_real,0.1759305820242216
1.7534534534534534,4_real,0.17632757133957586
1.7573573573573573,4_real,0.17672459070776872
1.7612612612612613,4_real,0.17712164020120874
1.7651651651651652,4_real,0.17751871989234294
1.7690690690690691,4_real,0.17791582985365637
1.772972972972973,4_real,0.17831297015767317
1.776876876876877,4_real,0.17871014087695553
1.780780780780781,4_real,0.17910734208410461
1.7846846846846849,4_real,0.1795045738517603
1.7885885885885886,4_real,0.17990183625260162
1.7924924924924925,4_real,0.18029912935934625
1.7963963963963965,4_real,0.18069645324475134
1.8003003003003004,4_real,0.18109380798161323
1.8042042042042041,4_real,0.18149119364276722
1.808108108108108,4_real,0.1818886103010888
1.812012012012012,4_real,0.18228605802949224
1.815915915915916,4_real,0.18268353690093192
1.8198198198198199,4_real,0.18308104698840186
1.8237237237237238,4_real,0.18347858836493586
1.8276276276276278,4_real,0.183876161103608
1.8315315315315317,4_real,0.18427376527753186
1.8354354354354356,4_real,0.18467140095986187
1.8393393393393394,4_real,0.18506906822379243
1.8432432432432433,4_real,0.18546676714255814
1.8471471471471472,4_real,0.1858644977894345
1.8510510510510512,4_real,0.1862622602377374
1.8549549549549549,4_real,0.18666005456082352
1.8588588588588588,4_real,0.18705788083209024
1.8627627627627628,4_real,0.18745573912497618
1.8666666666666667,4_real,0.18785362951296053
1.8705705705705706,4_real,0.18825155206956395
1.8744744744744746,4_real,0.1886495068683483
1.8783783783783785,4_real,0.18904749398291684
1.8822822822822824,4_real,0.18944551348691424
1.8861861861861864,4_real,0.18984356545402664
1.8900900900900903,4_real,0.19024164995798198
1.893993993993994,4_real,0.19063976707255004
1.897897897897898,4_real,0.19103791687154253
1.901801801801802,4_real,0.1914360994288129
1.9057057057057056,4_real,0.19183431481825697
1.9096096096096096,4_real,0.19223256311381287
1.9135135135135135,4_real,0.1926308443894607
1.9174174174174174,4_real,0.19302915871922324
1.9213213213213214,4_real,0.1934275061771659
1.9252252252252253,4_real,0.19382588683739668
1.9291291291291293,4_real,0.19422430077406622
1.9330330330330332,4_real,0.19462274806136823
1.9369369369369371,4_real,0.19502122877353914
1.940840840840841,4_real,0.19541974298485895
1.9447447447447448,4_real,0.1958182907696505
1.9486486486486487,4_real,0.19621687220227993
1.9525525525525527,4_real,0.19661548735715692
