0,1,2,3,4,5,time,classifier,pseudotime_index,pseudotime
0.21517447,0.22940955,0.046476778,0.28617468,0.109482296,0.11328225,87,c1,87,0.67498314
0.21855609,0.22110039,0.046384063,0.27649817,0.11625876,0.12120258,89,c1,89,0.67604
0.2221421,0.21390289,0.04724854,0.26582238,0.121418804,0.12946522,91,c1,91,0.67798924
0.22662468,0.20872597,0.048543073,0.25707152,0.121120006,0.1379148,93,c1,93,0.6786741
0.22239475,0.22622196,0.04933153,0.27266914,0.11034058,0.119041994,95,c1,95,0.6795744
0.22795402,0.21054511,0.049604937,0.2556657,0.12061653,0.1356137,97,c1,97,0.6799602
0.22997428,0.20695125,0.050930284,0.2514634,0.11990887,0.14077188,99,c1,99,0.68174076
0.23351619,0.20731884,0.048834633,0.24496137,0.14094652,0.12442255,101,c1,101,0.6828178
0.23711948,0.20423809,0.048993476,0.23957855,0.13875055,0.13131988,103,c1,103,0.6845103
0.23422685,0.20579645,0.047138657,0.23877867,0.15391563,0.12014365,105,c1,105,0.68602294
0.23627718,0.215108,0.04823352,0.24420944,0.1371702,0.11900166,107,c1,107,0.6886268
0.23751006,0.2170778,0.049382266,0.24650878,0.12671311,0.122807965,109,c1,109,0.6982267
0.2423168,0.21512316,0.049237728,0.24076419,0.123747915,0.1288102,111,c1,111,0.69959027
0.24782638,0.21102045,0.048824403,0.23331599,0.12147933,0.13753334,113,c1,113,0.70303184
0.38609028,0.054304898,0.32824743,0.13914335,0.07589801,0.01631601,1,c2,1,0.33379212
0.5290933,0.02643105,0.25055155,0.12654208,0.057569068,0.009812986,3,c2,3,0.36385068
0.6219216,0.014050395,0.16909847,0.15222663,0.037931293,0.0047716363,5,c2,5,0.38257623
0.6406051,0.017667854,0.123806,0.17895767,0.03460442,0.0043590083,7,c2,7,0.39932215
0.7192858,0.015874008,0.08207344,0.14907652,0.02848782,0.005202445,9,c2,9,0.40907484
0.5593247,0.044435136,0.090844855,0.25449222,0.041190915,0.009712211,11,c2,11,0.4179559
0.49528813,0.041108318,0.044195477,0.38912666,0.022665922,0.007615548,13,c2,13,0.42743686
0.36290362,0.050111316,0.023547849,0.54523313,0.012006322,0.006197725,15,c2,15,0.43130544
0.35781163,0.0431287,0.013927706,0.5742038,0.006517024,0.0044111717,17,c2,17,0.44602007
0.32392046,0.04067878,0.008217874,0.619503,0.0042227744,0.0034571146,19,c2,19,0.45465595
0.38415974,0.044841316,0.007494946,0.55623186,0.0038904927,0.0033816195,21,c2,21,0.47799823
0.4487903,0.047509007,0.0067924103,0.4900557,0.0037400338,0.0031125695,23,c2,23,0.49376398
0.5282427,0.03781559,0.006679708,0.41990057,0.0036664805,0.003695022,25,c2,25,0.50393045
0.52021235,0.04520046,0.006348689,0.42117015,0.003471573,0.0035967822,27,c2,27,0.5226173
0.32831496,0.067157544,0.0047542555,0.59349865,0.002658432,0.0036161672,29,c2,29,0.5275566
0.11424951,0.098865986,0.0027879763,0.77980065,0.0016228999,0.0026730583,31,c2,31,0.5362405
0.048933253,0.09364651,0.0015794836,0.85308725,0.001011575,0.0017419475,33,c2,33,0.54746187
0.026959017,0.08869637,0.0009599748,0.8816462,0.00056895206,0.0011694839,35,c2,35,0.56884885
0.034198765,0.08335565,0.0011353652,0.87944275,0.0006139151,0.0012535924,37,c2,37,0.5749665
0.08379538,0.081461444,0.0022354727,0.82979584,0.0010072759,0.001704597,39,c2,39,0.58516747
0.22131376,0.075764626,0.0043738917,0.69455016,0.0017503261,0.002247224,41,c2,41,0.5957076
0.38824415,0.06669257,0.005949555,0.5345194,0.0023010757,0.0022931956,43,c2,43,0.6013746
0.62417024,0.050027136,0.006519798,0.31508797,0.0024078668,0.0017869376,45,c2,45,0.6182356
0.62142104,0.048373062,0.006652558,0.31890282,0.0022934282,0.0023570694,47,c2,47,0.6256511
0.2936936,0.09485576,0.0047253417,0.6019978,0.0016257295,0.003101746,49,c2,49,0.62892306
0.29622748,0.08394451,0.0046558008,0.6108847,0.0014422523,0.0028451942,51,c2,51,0.63572353
0.23824061,0.08961198,0.004279682,0.66393584,0.0012633825,0.0026685933,53,c2,53,0.63723415
0.15684198,0.10588353,0.0032521703,0.7305321,0.0011320136,0.0023582345,55,c2,55,0.64094335
0.29130244,0.08475408,0.004707238,0.61489946,0.0015783868,0.00275837,57,c2,57,0.64444077
0.19100706,0.10195203,0.0036809123,0.6996898,0.0012259146,0.002444224,59,c2,59,0.6473318
0.34916654,0.08427012,0.005100822,0.55711555,0.0016081018,0.0027388588,61,c2,61,0.64887655
0.36694574,0.07516464,0.00534347,0.5481435,0.001665845,0.0027367698,63,c2,63,0.650911
0.39427653,0.07525439,0.0056500663,0.52024454,0.0017356117,0.0028388056,65,c2,65,0.6527983
0.18215327,0.08811268,0.003643116,0.72272104,0.0010485102,0.0023213436,67,c2,67,0.6544877
0.17241473,0.08369275,0.0035258958,0.7372236,0.0009944402,0.0021485235,69,c2,69,0.6558261
0.18116853,0.08462475,0.0037679886,0.7270421,0.0010834635,0.002313199,71,c2,71,0.6581294
0.22213173,0.082031295,0.004331456,0.6876722,0.0012435608,0.002589701,73,c2,73,0.66010594
0.40823817,0.065789916,0.0061207437,0.5153281,0.0017085692,0.0028144761,75,c2,75,0.6610741
0.4914725,0.057031732,0.0063932873,0.4405988,0.0018084297,0.0026952694,77,c2,77,0.66455066
0.6334133,0.04291585,0.006707317,0.3125515,0.0019743904,0.002437549,79,c2,79,0.6687522
0.693391,0.040419746,0.006215659,0.2559374,0.0019365413,0.0020995804,81,c2,81,0.6723641
0.6286952,0.044654574,0.006658633,0.31562284,0.0017858306,0.0025829414,83,c2,83,0.6725976
0.74151087,0.03345494,0.006283891,0.21505018,0.001694921,0.0020051813,85,c2,85,0.6739024
0.78356034,0.028200237,0.0060619446,0.17871663,0.0016346457,0.0018261808,87,c2,87,0.67498314
0.8256562,0.024252808,0.0054315417,0.14153627,0.001579883,0.0015432239,89,c2,89,0.67604
0.8719957,0.018287873,0.0049617575,0.102123424,0.0014270699,0.0012040886,91,c2,91,0.67798924
0.9200557,0.012332776,0.004045069,0.061617076,0.0011893524,0.00076001545,93,c2,93,0.6786741
0.8668264,0.021053338,0.0048373863,0.10458191,0.0014133154,0.0012876258,95,c2,95,0.6795744
0.8763164,0.019490428,0.0046754368,0.09681459,0.0014235954,0.0012795934,97,c2,97,0.6799602
0.9071049,0.015257006,0.004108036,0.07128957,0.0012792527,0.0009612168,99,c2,99,0.68174076
0.9052272,0.015408641,0.0041178856,0.07301612,0.001247332,0.0009827426,101,c2,101,0.6828178
0.94380873,0.009652529,0.0031337368,0.041893903,0.0009575297,0.000553629,103,c2,103,0.6845103
0.89649147,0.017619124,0.004143836,0.07943336,0.001257632,0.0010544655,105,c2,105,0.68602294
0.9264736,0.013971502,0.0033846616,0.054433938,0.0010298245,0.00070642075,107,c2,107,0.6886268
0.95553344,0.008912273,0.0025595566,0.03179201,0.00079192594,0.00041075386,109,c2,109,0.6982267
0.9719097,0.0060064523,0.0019649016,0.01924919,0.0006175974,0.00025221898,111,c2,111,0.69959027
0.9827944,0.0040051723,0.001460058,0.011128759,0.00046650192,0.00014516254,113,c2,113,0.70303184
