0,1,2,3,4,5,time,classifier,pseudotime
0.808075,0.014896625,0.05398222,0.10104291,0.017803106,0.0042001414,11,c2,0.4179559
0.8343972,0.013516686,0.03433295,0.10176177,0.012448706,0.0035426859,13,c2,0.42743686
0.8509679,0.01240682,0.0223137,0.103087865,0.008568462,0.0026553567,15,c2,0.43130544
0.86112463,0.012650797,0.020161333,0.09626592,0.007514735,0.0022826071,17,c2,0.44602007
0.8694295,0.013714103,0.01699386,0.09187678,0.006158881,0.001826925,19,c2,0.45465595
0.872467,0.013336815,0.013563535,0.09376256,0.005115691,0.0017543698,21,c2,0.47799823
0.8703397,0.013515187,0.012527937,0.09700416,0.004797748,0.0018152257,23,c2,0.49376398
0.8900448,0.012301983,0.008675082,0.084586605,0.0031343636,0.0012571877,25,c2,0.50393045
0.8647906,0.014812568,0.009047159,0.10663046,0.003205299,0.0015139107,27,c2,0.5226173
0.8598248,0.015356227,0.009382132,0.11081982,0.00303632,0.0015807654,29,c2,0.5275566
0.8626648,0.016067514,0.0080423765,0.10946181,0.0023933619,0.0013701363,31,c2,0.5362405
0.89074403,0.013991345,0.006330351,0.08600332,0.001897846,0.0010330915,33,c2,0.54746187
0.9070921,0.01298273,0.0054429807,0.07193388,0.0016797238,0.0008685478,35,c2,0.56884885
0.8657097,0.017984418,0.0068062632,0.10612376,0.0020447208,0.0013310977,37,c2,0.5749665
0.8277166,0.024943601,0.006856533,0.13698715,0.002036062,0.0014600425,39,c2,0.58516747
0.8155271,0.024872852,0.006835791,0.14907001,0.0020352956,0.0016589956,41,c2,0.5957076
0.8446612,0.022323906,0.005972757,0.12378974,0.0018111868,0.0014412202,43,c2,0.6013746
0.8829799,0.01787481,0.0050273985,0.09149719,0.0015218894,0.0010987887,45,c2,0.6182356
0.888261,0.017715568,0.0048615993,0.08661642,0.001496455,0.0010489573,47,c2,0.6256511
0.92294854,0.014429455,0.0039148624,0.056868907,0.0011781044,0.0006601408,49,c2,0.62892306
0.9483895,0.0108193075,0.0030842123,0.03637194,0.00091669883,0.00041839335,51,c2,0.63572353
0.9688982,0.0074115503,0.00226769,0.020538107,0.0006535457,0.00023096731,53,c2,0.63723415
0.9777004,0.005377514,0.0019251163,0.014281255,0.0005484747,0.0001671657,55,c2,0.64094335
0.98028105,0.0053591267,0.0017685068,0.011976214,0.00048017327,0.0001349897,57,c2,0.64444077
0.985994,0.0040662764,0.0013925133,0.008073807,0.0003794523,9.396493e-05,59,c2,0.6473318
0.9889214,0.0032151688,0.0012360839,0.0062223626,0.00032865984,7.63201e-05,61,c2,0.64887655
0.99112153,0.0026835992,0.0010631223,0.0047887913,0.00028156844,6.137847e-05,63,c2,0.650911
0.9932892,0.0020614273,0.0008773481,0.0034870151,0.00023652168,4.8574322e-05,65,c2,0.6527983
0.9945996,0.0017054817,0.0007534823,0.0026962787,0.00020509234,4.009465e-05,67,c2,0.6544877
0.9954325,0.0014147056,0.0006950279,0.002238494,0.00018421964,3.5066612e-05,69,c2,0.6558261
0.9958191,0.0012895012,0.0006685345,0.0020205039,0.00016936996,3.2887925e-05,71,c2,0.6581294
0.9964875,0.0010860844,0.00059646467,0.0016501673,0.00015097696,2.8751845e-05,73,c2,0.66010594
0.99686843,0.0009668113,0.00055415946,0.0014441349,0.00013948588,2.6890288e-05,75,c2,0.6610741
0.9971745,0.0008821107,0.0005179416,0.0012733454,0.00012734778,2.470337e-05,77,c2,0.66455066
0.9966658,0.0011477072,0.00056810107,0.0014591822,0.0001327867,2.6374228e-05,79,c2,0.6687522
0.99705064,0.0009881604,0.0005303429,0.0012866177,0.00011960043,2.4609566e-05,81,c2,0.6723641
0.9958442,0.001505278,0.0006557739,0.0018172883,0.00014399384,3.3468186e-05,83,c2,0.6725976
0.9699785,0.013550284,0.001762069,0.013855841,0.00056639453,0.000286961,85,c2,0.6739024
0.5854446,0.23132393,0.0033576898,0.1763407,0.0016278783,0.0019052208,87,c2,0.67498314
0.34744415,0.3454712,0.0032184606,0.29994643,0.0015015499,0.0024182152,89,c2,0.67604
0.2562384,0.38632214,0.002806079,0.3505602,0.0013500804,0.0027230894,91,c2,0.67798924
0.04063789,0.56152755,0.0011132552,0.394558,0.0007340016,0.001429249,93,c2,0.6786741
0.027824622,0.40575778,0.0010120239,0.5638193,0.0004408591,0.0011454191,95,c2,0.6795744
0.028250974,0.33129662,0.0010468774,0.63785887,0.00039056974,0.0011560761,97,c2,0.6799602
0.012374955,0.3217659,0.00069045124,0.6641196,0.00026471625,0.00078436907,99,c2,0.68174076
0.011181559,0.2976635,0.00066899724,0.6894721,0.00024791976,0.0007660041,101,c2,0.6828178
0.011668536,0.2724608,0.00070312724,0.714156,0.00025044903,0.00076113915,103,c2,0.6845103
0.017182007,0.27721414,0.0008772916,0.703407,0.0003272898,0.0009923151,105,c2,0.68602294
0.0025154932,0.4832691,0.0004168134,0.5129353,0.000217748,0.000645612,107,c2,0.6886268
0.002590115,0.24826589,0.0003284627,0.74805653,0.00018629774,0.0005726874,109,c2,0.6982267
0.00290581,0.22839998,0.00033942502,0.7675986,0.00019155415,0.0005646614,111,c2,0.69959027
0.0033029541,0.16430286,0.00034518435,0.83140147,0.0001687514,0.0004787146,113,c2,0.70303184
