0,1,2,3,4,5,time,classifier,pseudotime
0.61038494,0.055373687,0.08683818,0.040617287,0.050126553,0.15665928,1,c1,0.33379212
0.6115183,0.04803172,0.06506969,0.03625371,0.054283634,0.18484296,3,c1,0.36385068
0.5965111,0.036787573,0.047034267,0.02795326,0.051219724,0.24049404,5,c1,0.38257623
0.5528897,0.032678057,0.03999873,0.026550462,0.044029076,0.303854,7,c1,0.39932215
0.5552855,0.05157194,0.056542724,0.041932456,0.045518182,0.24914917,9,c1,0.40907484
0.5185858,0.06738954,0.06366281,0.057103775,0.043765653,0.24949245,11,c1,0.4179559
0.5055979,0.07666343,0.061428636,0.065217726,0.044317413,0.24677493,13,c1,0.42743686
0.48358172,0.09634404,0.066512056,0.08260506,0.044525404,0.22643174,15,c1,0.43130544
0.468151,0.12103582,0.08932736,0.09979464,0.045222446,0.17646869,17,c1,0.44602007
0.43884945,0.15504399,0.11255799,0.11873291,0.044121686,0.130694,19,c1,0.45465595
0.41715193,0.16152291,0.12543404,0.12690179,0.042502422,0.12648687,21,c1,0.47799823
0.380737,0.17685199,0.15450327,0.14050701,0.03994015,0.107460625,23,c1,0.49376398
0.33618942,0.18915941,0.17851324,0.15830934,0.036344096,0.101484485,25,c1,0.50393045
0.34448975,0.18577474,0.15763661,0.16020937,0.042716943,0.10917255,27,c1,0.5226173
0.34557804,0.18061414,0.14564604,0.1606614,0.042489935,0.1250104,29,c1,0.5275566
0.3250889,0.18243366,0.15710998,0.16909519,0.0383382,0.12793413,31,c1,0.5362405
0.31060034,0.18540868,0.15319537,0.18012054,0.038502738,0.13217238,33,c1,0.54746187
0.30421662,0.19286948,0.13366652,0.19259298,0.04394209,0.1327123,35,c1,0.56884885
0.31432775,0.18005161,0.1175887,0.18576954,0.047595948,0.15466647,37,c1,0.5749665
0.32057944,0.16859548,0.10245888,0.17713642,0.04599146,0.18523832,39,c1,0.58516747
0.31478083,0.1706729,0.088201776,0.18268104,0.05110679,0.1925567,41,c1,0.5957076
0.30378318,0.178418,0.081060484,0.19391708,0.05087371,0.19194753,43,c1,0.6013746
0.2941207,0.1796005,0.07364081,0.2005276,0.04691125,0.20519914,45,c1,0.6182356
0.29611275,0.18186279,0.07670995,0.20264706,0.045789253,0.19687818,47,c1,0.6256511
0.29175365,0.19131792,0.07526336,0.21180327,0.045871347,0.1839905,49,c1,0.62892306
0.28710952,0.20026606,0.075622536,0.21952386,0.044545423,0.17293255,51,c1,0.63572353
0.28338283,0.20617543,0.07788284,0.2240486,0.04269087,0.16581942,53,c1,0.63723415
0.2856646,0.20927672,0.082278505,0.2222272,0.04252688,0.15802614,55,c1,0.64094335
0.29370165,0.2015875,0.08155102,0.21465765,0.04211914,0.16638306,57,c1,0.64444077
0.28719485,0.20595405,0.08505652,0.2194957,0.040659748,0.16163912,59,c1,0.6473318
0.28529164,0.20586236,0.089952484,0.21932626,0.039978623,0.1595886,61,c1,0.64887655
0.28727505,0.20573182,0.090585366,0.21666715,0.04081553,0.15892516,63,c1,0.650911
0.28716087,0.20581467,0.093718395,0.21428795,0.041060645,0.15795745,65,c1,0.6527983
0.29164883,0.2037139,0.09499849,0.20896044,0.041417386,0.15926091,67,c1,0.6544877
0.2951107,0.1998597,0.09791287,0.2032827,0.04326525,0.16056876,69,c1,0.6558261
0.3006263,0.20074944,0.10940225,0.19627233,0.0458861,0.1470636,71,c1,0.6581294
0.3002472,0.19457366,0.112857014,0.19346002,0.045457054,0.15340509,73,c1,0.66010594
0.30550113,0.19063336,0.11072447,0.1877775,0.048547357,0.15681617,75,c1,0.6610741
0.30318362,0.18043251,0.11016028,0.18480751,0.04579403,0.17562206,77,c1,0.66455066
0.30770293,0.18649656,0.13352884,0.1819995,0.044331748,0.14594044,79,c1,0.6687522
0.3061049,0.18499301,0.14127706,0.18017544,0.042681728,0.14476793,81,c1,0.6723641
0.313694,0.18807901,0.09887294,0.18855572,0.048722964,0.16207533,83,c1,0.6725976
0.30063218,0.17362514,0.07705365,0.18671359,0.041950397,0.22002496,85,c1,0.6739024
0.26396602,0.11096099,0.04387309,0.12913845,0.029884364,0.42217708,87,c1,0.67498314
0.23953135,0.20419611,0.04369479,0.25287148,0.04928658,0.21041971,89,c1,0.67604
0.22662885,0.22623776,0.040073175,0.28775775,0.05671754,0.1625849,91,c1,0.67798924
0.19016908,0.24427633,0.03716766,0.33807424,0.06260426,0.12770844,93,c1,0.6786741
0.1680401,0.25006428,0.030905753,0.3582063,0.06115519,0.1316284,95,c1,0.6795744
0.16852716,0.25254658,0.03087863,0.3590536,0.06778124,0.12121276,97,c1,0.6799602
0.1651929,0.24182054,0.02587465,0.3506329,0.10811668,0.10836236,99,c1,0.68174076
0.17145309,0.22281712,0.022082139,0.31792298,0.17483519,0.09088945,101,c1,0.6828178
0.17071204,0.20410433,0.019129919,0.285435,0.24159074,0.079028025,103,c1,0.6845103
0.1769068,0.19755182,0.01970941,0.27030572,0.2655757,0.06995054,105,c1,0.68602294
0.09671716,0.26087677,0.016230721,0.46471342,0.11744222,0.044019658,107,c1,0.6886268
0.08473055,0.26238117,0.014866026,0.4921586,0.106479585,0.03938416,109,c1,0.6982267
0.072009586,0.26284268,0.013961518,0.53135705,0.084585786,0.03524336,111,c1,0.69959027
0.08707422,0.2611283,0.016550211,0.49889547,0.09171229,0.04463955,113,c1,0.70303184
0.346278,0.100465536,0.30353174,0.13544747,0.088568844,0.025708424,1,c2,0.33379212
0.48208484,0.052141387,0.26465607,0.113049746,0.07192916,0.016138826,3,c2,0.36385068
0.58493507,0.042286277,0.19559398,0.10346929,0.060164455,0.013550969,5,c2,0.38257623
0.7182488,0.024199614,0.1132562,0.09632609,0.03851967,0.00944971,7,c2,0.39932215
0.73977226,0.023803804,0.09006015,0.10418298,0.033188336,0.00899243,9,c2,0.40907484
