Pseudotime,Feature1,Feature2,Feature3
0.125,-0.27527597546577454,0.4345799684524536,-0.22257310152053833
0.125,0.17777849733829498,0.4341527819633484,0.08143480122089386
0.125,0.08775845915079117,0.41453421115875244,0.19935020804405212
0.125,-0.054959435015916824,0.3103753924369812,-0.2790801227092743
0.125,-0.21155160665512085,0.17068545520305634,0.06349065899848938
0.125,-0.09819679707288742,-0.14107751846313477,-0.09072815626859665
0.125,-0.5349897146224976,0.18130099773406982,-0.23315158486366272
0.125,-0.41291171312332153,0.03604722023010254,0.155937060713768
0.125,-0.8388582468032837,0.08830659091472626,0.3411392569541931
0.125,-0.2500121295452118,-0.003260374069213867,0.1690760999917984
0.125,0.11253879964351654,0.19649088382720947,0.056345969438552856
0.125,-0.06798219680786133,0.16641798615455627,0.14707747101783752
0.125,-0.08765865117311478,-0.007829785346984863,-0.05501634627580643
0.125,-0.22951002418994904,0.03134804964065552,0.21222195029258728
0.125,-0.3236275911331177,-0.03764018416404724,0.49358224868774414
0.125,-0.3113683760166168,0.2894303500652313,0.14258652925491333
0.125,-0.2785165011882782,0.2788669764995575,0.22681236267089844
0.125,-0.33654075860977173,0.5386480093002319,0.3517124652862549
0.125,-0.12142851948738098,0.4834659695625305,0.1428104192018509
0.125,-0.09394630789756775,0.12859109044075012,-0.03689476102590561
0.125,-0.3416031002998352,0.12146565318107605,0.34793537855148315
0.125,-0.16752119362354279,-0.12488850951194763,0.36249011754989624
0.125,-0.38533255457878113,-0.7185961008071899,0.376446008682251
0.125,-0.2543618679046631,0.5589758157730103,0.45390111207962036
0.125,-0.31984251737594604,-0.07460960745811462,0.0256538987159729
0.125,0.07891519367694855,0.706784188747406,0.08017498254776001
0.125,-0.9421086311340332,0.32582032680511475,-0.20000535249710083
0.125,-0.20525497198104858,0.035009294748306274,0.6567603349685669
0.125,-0.28326424956321716,-0.7652575969696045,0.4292992949485779
0.125,-0.3687501847743988,-0.8333842754364014,0.56404709815979
0.125,-0.20815174281597137,0.49613863229751587,0.0028438642621040344
0.125,-0.13492095470428467,0.3588421046733856,1.0195990800857544
0.125,-1.0512498617172241,0.5233554840087891,-0.38335660099983215
0.125,0.05041203647851944,0.4114820659160614,-0.04161747917532921
0.125,-0.0723855197429657,0.44407784938812256,-0.028123565018177032
0.125,-0.17947529256343842,0.2721676528453827,0.15569590032100677
0.125,-0.4095292091369629,0.26892799139022827,0.11132574081420898
0.125,-0.26132363080978394,-0.7391914129257202,0.4838002324104309
0.125,-0.14929361641407013,0.4640941023826599,0.25577884912490845
0.125,0.33896446228027344,1.1319639682769775,-0.2214159518480301
0.125,0.2059803605079651,0.8545640707015991,0.03597767651081085
0.125,-0.03050718456506729,0.5494711399078369,0.07704989612102509
0.125,0.2093217521905899,1.0683629512786865,-0.12446465343236923
0.125,0.17350874841213226,0.8129818439483643,-0.11248724162578583
0.125,-0.056716833263635635,0.9522448182106018,0.051560744643211365
0.125,-0.13320249319076538,0.5109807252883911,-0.10658469796180725
0.125,0.29672563076019287,1.2091429233551025,-0.2313668131828308
0.125,0.16260939836502075,0.44501441717147827,0.32651060819625854
0.125,0.06737271696329117,0.795975387096405,-0.16559575498104095
0.125,0.09484530985355377,0.4198992848396301,0.21135157346725464
0.125,-0.12508076429367065,0.4802455008029938,-0.11528933048248291
0.125,0.08701634407043457,1.1926207542419434,0.07758401334285736
0.125,0.44870635867118835,1.2303587198257446,0.17744681239128113
0.125,0.2607367932796478,1.0960966348648071,-0.020211219787597656
0.125,-0.0032409830018877983,0.7729070782661438,0.17275609076023102
0.125,0.16547082364559174,0.8218849301338196,0.18033553659915924
0.125,-0.12719374895095825,0.0036167502403259277,0.3347502052783966
0.125,0.10109581053256989,0.025479912757873535,0.19560858607292175
0.125,-0.2523531913757324,-0.08195871114730835,0.24838489294052124
0.125,-0.15561804175376892,0.025319784879684448,0.11693257093429565
0.125,-0.10137691348791122,0.16349664330482483,0.28013962507247925
0.125,0.042533937841653824,0.3267519176006317,-0.061473045498132706
0.125,-0.1077849417924881,0.22909292578697205,0.07288368046283722
0.125,0.04948810487985611,0.3528333604335785,0.10991089046001434
0.125,-0.40157604217529297,0.1051417887210846,0.29319801926612854
0.125,0.48810750246047974,0.5919899940490723,0.30282700061798096
0.125,-0.11291883885860443,0.3205808103084564,0.27520591020584106
0.125,-0.3800058364868164,0.45547086000442505,0.598977267742157
0.125,-0.029044443741440773,0.29769232869148254,0.8269199132919312
0.125,0.08546759188175201,0.08254411816596985,0.1567058563232422
0.125,-0.4358464777469635,0.41093164682388306,-0.38903719186782837
0.125,0.0550750270485878,0.5449259281158447,0.24756520986557007
0.125,0.1764809489250183,0.4659273028373718,0.05854027718305588
0.125,-0.2103770226240158,0.01480478048324585,0.48766499757766724
0.125,-0.04787856340408325,0.4234510064125061,0.4315534234046936
0.125,-0.1502080261707306,0.33121341466903687,0.02476019412279129
0.125,-0.4022326171398163,0.24221903085708618,0.39061814546585083
0.125,-0.1905323565006256,0.4705818295478821,0.6934863328933716
0.125,-0.06799004971981049,0.025197327136993408,0.1172255128622055
0.125,0.2644200623035431,0.6446447372436523,0.5341598391532898
0.125,-0.3445991277694702,0.25741130113601685,0.335818350315094
0.125,-0.09414373338222504,0.16188082098960876,0.3195481300354004
0.125,-0.0850822776556015,0.35355013608932495,0.5033165812492371
0.125,-0.22688288986682892,0.026879042387008667,0.34005194902420044
0.125,-0.20550276339054108,0.31125858426094055,0.23634964227676392
0.125,0.20389851927757263,0.8946890234947205,0.3452138602733612
0.125,-0.3644353151321411,0.003844916820526123,0.46988445520401
0.125,-0.3789733350276947,0.4358590841293335,0.49617528915405273
0.125,0.23780053853988647,0.38743650913238525,0.34119218587875366
0.125,0.00650375708937645,0.19695769250392914,0.4025508463382721
0.125,-0.13008160889148712,0.4650145173072815,-0.06961418688297272
0.125,-0.19950434565544128,0.2928459048271179,0.012104004621505737
0.125,-0.27800828218460083,0.29866933822631836,0.6351845860481262
0.125,-0.2048424333333969,-0.03793773055076599,0.4284404516220093
0.125,-0.17060838639736176,0.2270054817199707,0.7290310859680176
0.125,-0.2915990352630615,0.46633481979370117,1.1729604005813599
0.125,-0.11569494754076004,0.16728834807872772,0.24080604314804077
0.125,-0.2689529359340668,0.19856205582618713,0.32638153433799744
0.125,-0.15085506439208984,0.6147431135177612,-0.1648710072040558
0.125,-0.23066598176956177,0.0005252063274383545,0.5697932243347168
0.125,-0.14315390586853027,-0.0363517701625824,0.09389913082122803
0.125,0.024126499891281128,0.22516441345214844,0.3985728323459625
0.125,-0.14692120254039764,-0.05712684988975525,0.2475738525390625
0.125,-0.11046779155731201,0.22120539844036102,0.5657641887664795
0.125,-0.18154412508010864,0.46985235810279846,-0.242322638630867
0.125,-0.2671453356742859,0.9240042567253113,-0.1978714019060135
0.125,-0.5126701593399048,0.6702251434326172,-0.3205040693283081
0.125,-0.4459470808506012,0.5053324699401855,-0.21527187526226044
0.125,-0.1713106334209442,-0.11132287979125977,0.48453694581985474
0.125,-0.1636619120836258,0.08559806644916534,0.34369751811027527
